"id","bug.id","treatment","temp.avg","temp.var","hs.temp","hs.num","date.died","date.hatch","date.ovp","time.ovp","num.ovp","suc.ovp","date.3","mass.3","date.in.hs","time.in.hs","time.hs","time.ths1.ovp","date.out.hs","time.out.hs","date.4","mass.4","date.5","mass.5","date.em","instar.em","bled.em","mass.48em","num.em","num.coc","num.fail.spin","date.ecl","num.ecl","num.unem","load","date.end","mass.end","mongo.age","mongo.mass","instar.end","diss.wasp","diss.wasp.stage","mel","wand","pup","mass.wand","date.wand","gen.notes","diss.notes","date.died.j","date.hatch.j","date.ovp.j","date.3.j","date.in.hs.j","date.out.hs.j","date.4.j","date.5.j","date.em.j","date.ecl.j","date.end.j","date.wand.j","died","time.ovp.dec","time.in.hs.dec","time.hs.dec","time.ths1.ovp.dec","time.out.hs.dec","hr.hs","day.hs","tt3","inst3","tt4","inst4","tt5","ttem","ttend","ttem.w","ttecl","dt.coc","mass.end.all","class","ttend.all","ttwand"
142,"25.10_para_40.1_142","para",25,10,40,1,NA,"2/7/18","2/12/18",09:40:00,1,NA,"2/12/18",71.58,"2/12/18",10:30:00,13:00:00,"3:20","2/12/18",19:30:00,"2/16/18",301.16,NA,NA,"2/25/18",4,1,937.41,9,5,4,"3/3/18",5,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"mass 4 taken in pm",NA,0,38,43,43,43,43,47,NA,56,62,0,NA,"0",9.66666666666667,10.5,13,3.33333333333333,19.5,9,0.375,5,4,9,NA,NA,18,NA,13,19,6,937.41,"em",18,NA
143,"25.10_para_42.1_143","para",25,10,42,1,NA,"2/7/18","2/12/18",09:38:00,1,NA,"2/12/18",53.17,"2/12/18",10:30:00,13:00:00,"3:22","2/12/18",19:30:00,"2/16/18",136.83,"2/20/18",567.61,"2/25/18",5,0,1321.12,10,9,1,"3/3/18",8,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"head capsule damaged at ovp. mass 4 and 5 taken in pm",NA,0,38,43,43,43,43,47,51,56,62,0,NA,"0",9.63333333333333,10.5,13,3.36666666666667,19.5,9,0.375,5,4,9,4,13,18,NA,13,19,6,1321.12,"em",18,NA
144,"25.10_para_40.2_144","para",25,10,40,2,NA,"2/7/18","2/12/18",09:53:00,2,NA,"2/12/18",53.03,"2/12/18",10:30:00,13:00:00,"3:07","2/13/18",19:00:00,"2/16/18",254.34,"2/20/18",991.14,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/6/18",2285.64,1,0,5,1,"1",0.5,0,NA,NA,NA,"mass 4 and 5 taken in pm","found a few wasp larvae, either large 1sts or small 2nds, couldn't tell. Found very small, scant mel plaques. Maybe saw teratocytes?",0,38,43,43,43,44,47,51,0,NA,65,NA,"0",9.88333333333333,10.5,13,3.11666666666667,19,32.5,1.35416666666667,5,4,9,4,13,NA,27,NA,NA,NA,2285.64,"mongo",27,NA
145,"25.10_para_42.2_145","para",25,10,42,2,NA,"2/7/18","2/12/18",09:52:00,1,NA,"2/12/18",66.32,"2/12/18",10:30:00,13:00:00,"3:08","2/13/18",19:00:00,"2/15/18",269.29,"2/19/18",1554.37,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/5/18",15764.19,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,38,43,43,43,44,46,50,0,NA,64,NA,"0",9.86666666666667,10.5,13,3.13333333333333,19,32.5,1.35416666666667,5,3,8,4,12,NA,26,NA,NA,NA,15764.19,"mongo",26,NA
146,"25.10_para_40.3_146","para",25,10,40,3,NA,"2/7/18","2/12/18",10:21:00,1,NA,"2/12/18",68.91,"2/12/18",10:30:00,13:00:00,"2:39","2/14/18",19:20:00,"2/16/18",434.73,"2/20/18",1995.94,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/6/18",14157.84,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm. removed cuticle from 3rd-5th prolegs after molt to 5th",NA,0,38,43,43,43,45,47,51,0,NA,65,NA,"0",10.35,10.5,13,2.65,19.3333333333333,56.8333333333333,2.36805555555556,5,4,9,4,13,NA,27,NA,NA,NA,14157.84,"mongo",27,NA
147,"25.10_para_42.3_147","para",25,10,42,3,NA,"2/7/18","2/12/18",10:16:00,1,NA,"2/12/18",52.7,"2/12/18",10:30:00,13:00:00,"2:44","2/14/18",19:20:00,"2/15/18",221.7,"2/19/18",999.83,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/5/18",15465.39,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,38,43,43,43,45,46,50,0,NA,64,NA,"0",10.2666666666667,10.5,13,2.73333333333333,19.3333333333333,56.8333333333333,2.36805555555556,5,3,8,4,12,NA,26,NA,NA,NA,15465.39,"mongo",26,NA
148,"25.10_para_40.4_148","para",25,10,40,4,NA,"2/7/18","2/12/18",10:09:00,1,NA,"2/12/18",47.72,"2/12/18",10:30:00,13:00:00,"2:51","2/15/18",20:10:00,"2/15/18",176.86,"2/19/18",664.87,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/5/18",7856.07,1,0,6,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm. molted to 6th instar 3/3/18. Mass: 5248.35. did not shed cuticle over most of body. removed some of it",NA,0,38,43,43,43,46,46,50,0,NA,64,NA,"0",10.15,10.5,13,2.85,20.1666666666667,81.6666666666667,3.40277777777778,5,3,8,4,12,NA,26,NA,NA,NA,7856.07,"mongo",26,NA
149,"25.10_para_42.4_149","para",25,10,42,4,NA,"2/7/18","2/12/18",10:00:00,1,NA,"2/12/18",65.58,"2/12/18",10:30:00,13:00:00,"3:00","2/15/18",20:10:00,"2/16/18",357.7,"2/21/18",1697.89,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/7/18",18012.17,1,1,5,0,"0",1,0,NA,NA,NA,"mass 4 and 5 taken in pm. removed cuticle from 4th-5th prolegs after molt to 5th","Found melanized plaques, no sign of wasp larvae. took pictures of plaques and fat bodies",0,38,43,43,43,46,47,52,0,NA,66,NA,"0",10,10.5,13,3,20.1666666666667,81.6666666666667,3.40277777777778,5,4,9,5,14,NA,28,NA,NA,NA,18012.17,"mongo",28,NA
150,"25.10_para_42.3_150","para",25,10,42,3,NA,"2/7/18","2/12/18",10:15:00,1,NA,"2/12/18",72.46,"2/12/18",10:30:00,13:00:00,"2:45","2/14/18",19:20:00,"2/15/18",229.85,"2/20/18",788.74,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/6/18",9303.75,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm. removed cuticle from 3rd-5th prolegs after molt to 4th",NA,0,38,43,43,43,45,46,51,0,NA,65,NA,"0",10.25,10.5,13,2.75,19.3333333333333,56.8333333333333,2.36805555555556,5,3,8,5,13,NA,27,NA,NA,NA,9303.75,"mongo",27,NA
151,"25.10_para_42.4_151","para",25,10,42,4,NA,"2/7/18","2/12/18",09:58:00,2,NA,"2/12/18",65.9,"2/12/18",10:30:00,13:00:00,"3:02","2/15/18",20:10:00,"2/15/18",347.16,"2/19/18",1750.34,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/5/18",17378.26,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm.",NA,0,38,43,43,43,46,46,50,0,NA,64,NA,"0",9.96666666666667,10.5,13,3.03333333333333,20.1666666666667,81.6666666666667,3.40277777777778,5,3,8,4,12,NA,26,NA,NA,NA,17378.26,"mongo",26,NA
152,"25.10_para_42.1_152","para",25,10,42,1,NA,"2/6/18","2/12/18",10:46:00,1,NA,"2/12/18",37.5,"2/12/18",10:46:00,13:00:00,"2:14","2/12/18",19:30:00,"2/16/18",273.09,"2/19/18",1070.38,"2/27/18",5,0,1651.1,1,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,37,43,43,43,43,47,50,58,NA,0,NA,"0",10.7666666666667,10.7666666666667,13,2.23333333333333,19.5,8.73333333333333,0.363888888888889,6,4,10,3,13,21,NA,15,NA,NA,1651.1,"em",21,NA
153,"25.10_para_40.4_153","para",25,10,40,4,NA,"2/7/18","2/12/18",10:59:00,1,NA,"2/12/18",37.27,"2/12/18",11:07:00,13:00:00,"2:01","2/15/18",20:10:00,"2/15/18",242.19,"2/19/18",1134.28,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/5/18",14775.31,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,38,43,43,43,46,46,50,0,NA,64,NA,"0",10.9833333333333,11.1166666666667,13,2.01666666666667,20.1666666666667,81.05,3.37708333333333,5,3,8,4,12,NA,26,NA,NA,NA,14775.31,"mongo",26,NA
154,"25.10_para_42.1_154","para",25,10,42,1,NA,"2/8/18","2/12/18",11:00:00,1,NA,"2/12/18",41.32,"2/12/18",11:07:00,13:00:00,"2:00","2/12/18",19:30:00,"2/17/18",169.29,"2/22/18",734.52,"2/28/18",5,1,965.19,3,3,0,"3/7/18",3,6,9,NA,NA,NA,NA,NA,1,"2",1,0,NA,NA,NA,"mass 4 and 5 taken in pm","almost all wasps look like 2nds, close to emerging. also found some plaques--however, bled during emergence, so might be from that",0,39,43,43,43,43,48,53,59,66,0,NA,"0",11,11.1166666666667,13,2,19.5,8.38333333333333,0.349305555555556,4,5,9,5,14,20,NA,16,23,7,965.19,"em",20,NA
155,"25.10_para_40.1_155","para",25,10,40,1,NA,"2/8/18","2/12/18",11:01:00,1,NA,"2/12/18",40,"2/12/18",11:07:00,13:00:00,"1:59","2/12/18",19:30:00,"2/17/18",162.53,"2/21/18",595.23,"2/27/18",5,0,987.77,12,12,0,"3/4/18",8,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm. removed cuticle from 5th prolegs after molt to 5th",NA,0,39,43,43,43,43,48,52,58,63,0,NA,"0",11.0166666666667,11.1166666666667,13,1.98333333333333,19.5,8.38333333333333,0.349305555555556,4,5,9,4,13,19,NA,15,20,5,987.77,"em",19,NA
156,"25.10_para_42.2_156","para",25,10,42,2,NA,"2/8/18","2/12/18",11:03:00,2,NA,"2/12/18",40.47,"2/12/18",11:07:00,13:00:00,"1:57","2/13/18",19:00:00,"2/16/18",203.39,"2/19/18",845.34,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/5/18",10897.56,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,39,43,43,43,44,47,50,0,NA,64,NA,"0",11.05,11.1166666666667,13,1.95,19,31.8833333333333,1.32847222222222,4,4,8,3,11,NA,25,NA,NA,NA,10897.56,"mongo",25,NA
157,"25.10_para_42.3_157","para",25,10,42,3,NA,"2/8/18","2/12/18",11:04:00,1,NA,"2/12/18",40.48,"2/12/18",11:07:00,13:00:00,"1:56","2/14/18",19:20:00,"2/17/18",263.05,"2/20/18",1104.82,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/6/18",16859.98,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 5 taken in pm",NA,0,39,43,43,43,45,48,51,0,NA,65,NA,"0",11.0666666666667,11.1166666666667,13,1.93333333333333,19.3333333333333,56.2166666666667,2.34236111111111,4,5,9,3,12,NA,26,NA,NA,NA,16859.98,"mongo",26,NA
158,"25.10_para_42.4_158","para",25,10,42,4,NA,"2/8/18","2/12/18",11:06:00,1,NA,"2/12/18",42.05,"2/12/18",11:07:00,13:00:00,"1:54","2/15/18",20:10:00,"2/16/18",339.3,"2/20/18",1052.35,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/6/18",15063.32,1,1,5,NA,NA,NA,0,NA,NA,NA,"horn damaged during ovp. mass 4 and 5 taken in pm. removed cuticle from 4-5th prolegs after molt to 5th",NA,0,39,43,43,43,46,47,51,0,NA,65,NA,"0",11.1,11.1166666666667,13,1.9,20.1666666666667,81.05,3.37708333333333,4,4,8,4,12,NA,26,NA,NA,NA,15063.32,"mongo",26,NA
159,"25.10_para_40.1_159","para",25,10,40,1,NA,"2/9/18","2/13/18",08:19:00,1,NA,"2/13/18",47.16,"2/13/18",08:45:00,13:00:00,"4:41","2/13/18",19:00:00,"2/17/18",275.02,"2/22/18",726.61,"2/28/18",5,0,1157.17,3,2,1,"3/7/18",1,7,10,NA,NA,NA,NA,NA,1,"1.2",0.5,0,NA,NA,NA,"horn damaged during ovp. mass 4 and 5 taken in pm","found late 1sts and late to early 2nds. No very small wasps that I could find. late 1sts had some melanization on them. late 2nds looked fairly normal. Maybe saw a few melanized plaques",0,40,44,44,44,44,48,53,59,66,0,NA,"0",8.31666666666667,8.75,13,4.68333333333333,19,10.25,0.427083333333333,4,4,8,5,13,19,NA,15,22,7,1157.17,"em",19,NA
160,"25.10_para_40.2_160","para",25,10,40,2,NA,"2/8/18","2/13/18",08:24:00,1,NA,"2/13/18",54.72,"2/13/18",08:45:00,13:00:00,"4:36","2/14/18",19:20:00,"2/16/18",283.12,"2/19/18",822.18,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,7986.51,"2/24/18","mass 5 taken in pm. wandered 2/24/18. Mass: 7986.51. put in pupae box. pupated 3/2/18. frozen as pupa for dissecton",NA,0,39,44,44,44,45,47,50,0,NA,0,55,"0",8.4,8.75,13,4.6,19.3333333333333,34.5833333333333,1.44097222222222,5,3,8,3,11,NA,NA,NA,NA,NA,7986.51,"wand",16,16
161,"25.10_para_40.2_161","para",25,10,40,2,NA,"2/8/18","2/13/18",08:21:00,1,NA,"2/13/18",58.88,"2/13/18",08:45:00,13:00:00,"4:39","2/14/18",19:20:00,"2/16/18",288.07,"2/20/18",848.58,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/6/18",2082.7,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm.",NA,0,39,44,44,44,45,47,51,0,NA,65,NA,"0",8.35,8.75,13,4.65,19.3333333333333,34.5833333333333,1.44097222222222,5,3,8,4,12,NA,26,NA,NA,NA,2082.7,"mongo",26,NA
162,"25.10_para_40.3_162","para",25,10,40,3,NA,"2/8/18","2/13/18",08:28:00,1,NA,"2/13/18",51.73,"2/13/18",08:45:00,13:00:00,"4:32","2/15/18",20:10:00,"2/16/18",116.25,"2/20/18",579.83,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/6/18",11749.24,1,0,6,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm. molted to 6th 2/27/18. Mass:2580.45",NA,0,39,44,44,44,46,47,51,0,NA,65,NA,"0",8.46666666666667,8.75,13,4.53333333333333,20.1666666666667,59.4166666666667,2.47569444444444,5,3,8,4,12,NA,26,NA,NA,NA,11749.24,"mongo",26,NA
163,"25.10_para_40.3_163","para",25,10,40,3,NA,"2/8/18","2/13/18",08:27:00,1,NA,"2/13/18",53.64,"2/13/18",08:45:00,13:00:00,"4:33","2/15/18",20:10:00,"2/17/18",191.79,"2/22/18",599.65,"2/27/18",5,0,1049.06,7,6,1,"3/5/18",4,33,40,NA,NA,NA,NA,NA,1,"all",0.5,0,NA,NA,NA,"mass 4 and 5 taken in pm","wasp larvae were from early 1sts to late 2nds. saw some mel plaques, but some seemed to be from wasp emergence. saw teratocytes",0,39,44,44,44,46,48,53,58,64,0,NA,"0",8.45,8.75,13,4.55,20.1666666666667,59.4166666666667,2.47569444444444,5,4,9,5,14,19,NA,14,20,6,1049.06,"em",19,NA
165,"25.10_para_40.4_165","para",25,10,40,4,NA,"2/8/18","2/13/18",08:33:00,1,NA,"2/13/18",74.77,"2/13/18",08:45:00,13:00:00,"4:27","2/16/18",19:12:00,"2/16/18",168.45,"2/20/18",750.56,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/6/18",2380.08,1,0,5,NA,NA,NA,0,NA,NA,NA,"head capsule damaged at ovp. mass 4 and 5 taken in pm",NA,0,39,44,44,44,47,47,51,0,NA,65,NA,"0",8.55,8.75,13,4.45,19.2,82.45,3.43541666666667,5,3,8,4,12,NA,26,NA,NA,NA,2380.08,"mongo",26,NA
166,"25.10_para_40.4_166","para",25,10,40,4,NA,"2/8/18","2/13/18",08:31:00,1,NA,"2/13/18",40.64,"2/13/18",08:45:00,13:00:00,"4:29","2/16/18",19:12:00,"2/17/18",290.87,"2/22/18",848.93,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/8/17",1711.97,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 4 taken in pm",NA,0,39,44,44,44,47,48,53,0,NA,67,NA,"0",8.51666666666667,8.75,13,4.48333333333333,19.2,82.45,3.43541666666667,5,4,9,5,14,NA,28,NA,NA,NA,1711.97,"mongo",28,NA
167,"25.10_para_42.1_167","para",25,10,42,1,NA,"2/8/18","2/13/18",08:35:00,2,NA,"2/13/18",58.23,"2/13/18",08:45:00,13:00:00,"4:25","2/13/18",19:00:00,"2/17/18",329.27,"2/23/18",1075.92,"3/1/18",5,0,NA,5,4,1,"3/7/18",4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm. removed cuticle from 5th prolegs after molt to 5th. died during wasp emergence, not weighed 48h after em",NA,0,39,44,44,44,44,48,54,60,66,0,NA,"0",8.58333333333333,8.75,13,4.41666666666667,19,10.25,0.427083333333333,5,4,9,6,15,21,NA,16,22,6,NA,"em",21,NA
168,"25.10_para_42.2_168","para",25,10,42,2,NA,"2/8/18","2/13/18",08:38:00,1,NA,"2/13/18",49.08,"2/13/18",08:45:00,13:00:00,"4:22","2/14/18",19:20:00,"2/16/18",316.95,"2/20/18",1637.01,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/6/18",11769.58,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,39,44,44,44,45,47,51,0,NA,65,NA,"0",8.63333333333333,8.75,13,4.36666666666667,19.3333333333333,34.5833333333333,1.44097222222222,5,3,8,4,12,NA,26,NA,NA,NA,11769.58,"mongo",26,NA
169,"25.10_para_42.3_169","para",25,10,42,3,NA,"2/8/18","2/13/18",08:39:00,1,NA,"2/13/18",55.11,"2/13/18",08:45:00,13:00:00,"4:21","2/15/18",20:10:00,"2/17/18",317.56,"2/21/18",1447.71,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/7/18",14507.44,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,39,44,44,44,46,48,52,0,NA,66,NA,"0",8.65,8.75,13,4.35,20.1666666666667,59.4166666666667,2.47569444444444,5,4,9,4,13,NA,27,NA,NA,NA,14507.44,"mongo",27,NA
170,"25.10_para_42.4_170","para",25,10,42,4,NA,"2/8/18","2/13/18",08:42:00,2,NA,"2/13/18",69.41,"2/13/18",08:45:00,13:00:00,"4:18","2/16/18",19:12:00,"2/16/18",228.93,"2/20/18",847.68,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/6/18",9303.27,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,39,44,44,44,47,47,51,0,NA,65,NA,"0",8.7,8.75,13,4.3,19.2,82.45,3.43541666666667,5,3,8,4,12,NA,26,NA,NA,NA,9303.27,"mongo",26,NA
171,"25.10_para_42.2_171","para",25,10,42,2,NA,"2/8/18","2/13/18",08:36:00,2,NA,"2/13/18",45.61,"2/13/18",08:45:00,13:00:00,"4:24","2/14/18",19:20:00,"2/17/18",227.95,"2/21/18",1284.67,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/7/18",7098.13,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 5 taken in pm",NA,0,39,44,44,44,45,48,52,0,NA,66,NA,"0",8.6,8.75,13,4.4,19.3333333333333,34.5833333333333,1.44097222222222,5,4,9,4,13,NA,27,NA,NA,NA,7098.13,"mongo",27,NA
172,"25.10_para_40.4_172","para",25,10,40,4,NA,"2/8/18","2/13/18",08:30:00,1,NA,"2/13/18",67.97,"2/13/18",08:45:00,13:00:00,"4:30","2/16/18",19:12:00,"2/16/18",161.5,"2/20/18",977.01,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,11427.43,"3/3/18","mass 4 and 5 taken in pm. wandered 3/3/18. Mass: 11427.43. frozen for dissection",NA,0,39,44,44,44,47,47,51,0,NA,0,62,"0",8.5,8.75,13,4.5,19.2,82.45,3.43541666666667,5,3,8,4,12,NA,NA,NA,NA,NA,11427.43,"wand",23,23
173,"25.10_para_40.1_173","para",25,10,40,1,NA,"2/8/18","2/13/18",08:18:00,1,NA,"2/13/18",71.29,"2/13/18",08:45:00,13:00:00,"4:42","2/13/18",19:00:00,"2/16/18",150.63,"2/20/18",814.05,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/6/18",1444.49,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 5 taken in pm",NA,0,39,44,44,44,44,47,51,0,NA,65,NA,"0",8.3,8.75,13,4.7,19,10.25,0.427083333333333,5,3,8,4,12,NA,26,NA,NA,NA,1444.49,"mongo",26,NA
174,"25.10_para_40.3_174","para",25,10,40,3,NA,"2/8/18","2/13/18",08:25:00,1,NA,"2/13/18",69.84,"2/13/18",08:45:00,13:00:00,"4:35","2/15/18",20:10:00,"2/16/18",167.91,"2/20/18",578.2,"2/27/18",5,0,1018.09,1,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,"all",1,0,NA,NA,NA,"mass 4 and 5 taken in pm","wasp larvae were at all stages, from 2nds close to emergence to small 1sts. Did see large mel plaques.",0,39,44,44,44,46,47,51,58,NA,0,NA,"0",8.41666666666667,8.75,13,4.58333333333333,20.1666666666667,59.4166666666667,2.47569444444444,5,3,8,4,12,19,NA,14,NA,NA,1018.09,"em",19,NA
175,"25.10_para_40.2_175","para",25,10,40,2,NA,"2/8/18","2/13/18",08:20:00,1,NA,"2/13/18",50.27,"2/13/18",08:45:00,13:00:00,"4:40","2/14/18",19:20:00,"2/17/18",343.86,"2/21/18",1318.93,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/7/18",2577.84,1,0,6,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm. molted into 6th 2/27/18; mass = 2002.15",NA,0,39,44,44,44,45,48,52,0,NA,66,NA,"0",8.33333333333333,8.75,13,4.66666666666667,19.3333333333333,34.5833333333333,1.44097222222222,5,4,9,4,13,NA,27,NA,NA,NA,2577.84,"mongo",27,NA
176,"25.10_para_0.0_176","para",25,10,0,0,NA,"2/8/18","2/13/18",08:16:00,1,NA,"2/13/18",35.59,NA,NA,NA,NA,NA,NA,"2/17/18",196.72,"2/22/18",934.32,"2/28/18",5,0,3008.62,93,59,34,"3/6/18",13,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"removed cuticle from 4-5th prolegs after molt to 3rd. mass 5 taken in pm",NA,0,39,44,44,NA,NA,48,53,59,65,0,NA,"0",8.26666666666667,NA,NA,NA,NA,NA,NA,5,4,9,5,14,20,NA,15,21,6,3008.62,"em",20,NA
177,"25.10_para_42.4_177","para",25,10,42,4,NA,"2/8/18","2/13/18",08:41:00,1,NA,"2/13/18",44.24,"2/13/18",08:45:00,13:00:00,"4:19","2/16/18",19:12:00,"2/16/18",209.37,"2/20/18",731.41,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8297.92,"3/3/18","mass 4 and 5 taken in pm. wandered 3/3/18. Mass: 8297.92. put in pupae box. pupated fully, but not well--wing section short and malformed. frozen 3/27/18",NA,0,39,44,44,44,47,47,51,0,NA,0,62,"0",8.68333333333333,8.75,13,4.31666666666667,19.2,82.45,3.43541666666667,5,3,8,4,12,NA,NA,NA,NA,NA,8297.92,"wand",23,23
178,"25.10_para_0.0_178","para",25,10,0,0,NA,"2/9/18","2/13/18",09:32:00,1,NA,"2/13/18",47.35,NA,NA,NA,NA,NA,NA,"2/17/18",250.55,NA,NA,"2/25/18",4,0,599.62,13,10,3,"3/4/18",10,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,40,44,44,NA,NA,48,NA,56,63,0,NA,"0",9.53333333333333,NA,NA,NA,NA,NA,NA,4,4,8,NA,NA,16,NA,12,19,7,599.62,"em",16,NA
179,"25.10_para_42.1_179","para",25,10,42,1,NA,"2/9/18","2/13/18",09:22:00,1,NA,"2/13/18",51.85,"2/13/18",09:35:00,13:00:00,"3:38","2/13/18",19:00:00,"2/17/18",280.36,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/14/18",1025.09,1,0,4,NA,NA,NA,0,NA,NA,NA,"mass 4 taken in pm",NA,0,40,44,44,44,44,48,NA,0,NA,73,NA,"0",9.36666666666667,9.58333333333333,13,3.63333333333333,19,9.41666666666667,0.392361111111111,4,4,8,NA,NA,NA,33,NA,NA,NA,1025.09,"mongo",33,NA
180,"25.10_para_42.2_180","para",25,10,42,2,NA,"2/9/18","2/13/18",09:20:00,1,NA,"2/13/18",51.59,"2/13/18",09:35:00,13:00:00,"3:40","2/14/18",19:20:00,"2/18/18",338.54,"2/22/18",1548.3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/8/17",3268.98,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 5 taken in pm",NA,0,40,44,44,44,45,49,53,0,NA,67,NA,"0",9.33333333333333,9.58333333333333,13,3.66666666666667,19.3333333333333,33.75,1.40625,4,5,9,4,13,NA,27,NA,NA,NA,3268.98,"mongo",27,NA
181,"25.10_para_42.3_181","para",25,10,42,3,NA,"2/9/18","2/13/18",09:25:00,1,NA,"2/13/18",43.33,"2/13/18",09:35:00,13:00:00,"3:35","2/15/18",20:10:00,"2/16/18",248.68,"2/21/18",1357.73,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,10024.57,"2/27/18","mass 4 and 5 take in pm. wandered 2/27/18; mass = 10024.57. put in pupae box",NA,0,40,44,44,44,46,47,52,0,NA,0,58,"0",9.41666666666667,9.58333333333333,13,3.58333333333333,20.1666666666667,58.5833333333333,2.44097222222222,4,3,7,5,12,NA,NA,NA,NA,NA,10024.57,"wand",18,18
183,"25.10_para_42.1_183","para",25,10,42,1,NA,"2/9/18","2/13/18",09:21:00,1,NA,"2/13/18",42.79,"2/13/18",09:35:00,13:00:00,"3:39","2/13/18",19:00:00,"2/18/18",261.42,NA,NA,"2/27/18",4,1,763.52,1,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,40,44,44,44,44,49,NA,58,NA,0,NA,"0",9.35,9.58333333333333,13,3.65,19,9.41666666666667,0.392361111111111,4,5,9,NA,NA,18,NA,14,NA,NA,763.52,"em",18,NA
