"id","bug.id","treatment","temp.avg","temp.var","hs.temp","hs.num","date.died","date.hatch","date.ovp","time.ovp","num.ovp","suc.ovp","date.3","mass.3","date.in.hs","time.in.hs","time.hs","time.ths1.ovp","date.out.hs","time.out.hs","date.4","mass.4","date.5","mass.5","date.em","instar.em","bled.em","mass.48em","num.em","num.coc","num.fail.spin","date.ecl","num.ecl","num.unem","load","date.end","mass.end","mongo.age","mongo.mass","instar.end","diss.wasp","diss.wasp.stage","mel","wand","pup","mass.wand","date.wand","gen.notes","diss.notes","date.died.j","date.hatch.j","date.ovp.j","date.3.j","date.in.hs.j","date.out.hs.j","date.4.j","date.5.j","date.em.j","date.ecl.j","date.end.j","date.wand.j","died","time.ovp.dec","time.in.hs.dec","time.hs.dec","time.ths1.ovp.dec","time.out.hs.dec","hr.hs","day.hs","tt3","inst3","tt4","inst4","tt5","ttem","ttend","ttem.w","ttecl","dt.coc","mass.end.all","class","ttend.all","ttwand"
381,"25.10_para_40.4_381","para",25,10,40,4,NA,"2/16/18","2/20/18",09:54:00,1,NA,"2/20/18",52.25,"2/20/18",10:05:00,13:00:00,"3:06","2/23/18",22:00:00,"2/24/18",276.45,"3/2/18",2509.12,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/16/18",18263.17,1,1,5,NA,NA,NA,0,NA,NA,NA,NA,NA,0,47,51,51,51,54,55,61,0,NA,75,NA,"0",9.9,10.0833333333333,13,3.1,22,83.9166666666667,3.49652777777778,4,4,8,6,14,NA,28,NA,NA,NA,18263.17,"mongo",28,NA
382,"25.10_para_0.0_382","para",25,10,0,0,NA,"2/16/18","2/20/18",10:39:00,1,NA,"2/20/18",59.78,NA,NA,NA,NA,NA,NA,"2/23/18",307.23,"2/28/18",1231.24,"3/6/18",5,0,2166.23,16,13,3,"3/13/18",9,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,47,51,51,NA,NA,54,59,65,72,0,NA,"0",10.65,NA,NA,NA,NA,NA,NA,4,3,7,5,12,18,NA,14,21,7,2166.23,"em",18,NA
383,"25.10_para_42.1_383","para",25,10,42,1,NA,"2/16/18","2/20/18",10:09:00,1,NA,"2/20/18",56.21,"2/20/18",10:45:00,13:00:00,"2:51","2/20/18",20:05:00,"2/23/18",225.14,"2/27/18",950.53,"3/6/18",5,0,2300.73,14,10,4,"3/12/18",6,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,47,51,51,51,51,54,58,65,71,0,NA,"0",10.15,10.75,13,2.85,20.0833333333333,9.33333333333333,0.388888888888889,4,3,7,4,11,18,NA,14,20,6,2300.73,"em",18,NA
384,"25.10_para_42.2_384","para",25,10,42,2,NA,"2/16/18","2/20/18",10:19:00,1,NA,"2/20/18",40.19,"2/20/18",10:45:00,13:00:00,"2:41","2/21/18",20:22:00,"2/24/18",122.81,"2/28/18",837.19,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/14/18",10659.71,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 5 taken in pm",NA,0,47,51,51,51,52,55,59,0,NA,73,NA,"0",10.3166666666667,10.75,13,2.68333333333333,20.3666666666667,33.6166666666667,1.40069444444444,4,4,8,4,12,NA,26,NA,NA,NA,10659.71,"mongo",26,NA
385,"25.10_para_42.3_385","para",25,10,42,3,NA,"2/16/18","2/20/18",10:25:00,2,NA,"2/20/18",43.78,"2/20/18",10:45:00,13:00:00,"2:35","2/22/18",20:45:00,"2/25/18",202.23,"3/1/18",856.76,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/15/18",11931.14,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 5 taken in pm",NA,0,47,51,51,51,53,56,60,0,NA,74,NA,"0",10.4166666666667,10.75,13,2.58333333333333,20.75,58,2.41666666666667,4,5,9,4,13,NA,27,NA,NA,NA,11931.14,"mongo",27,NA
386,"25.10_para_42.4_386","para",25,10,42,4,NA,"2/16/18","2/20/18",10:32:00,1,NA,"2/20/18",47.05,"2/20/18",10:45:00,13:00:00,"2:28","2/23/18",22:00:00,"2/24/18",217.06,"3/1/18",1392.54,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/15/18",14018.37,1,1,5,NA,NA,NA,0,NA,NA,NA,"removed cuticle from 4-5th prolegs after molt to 3rd",NA,0,47,51,51,51,54,55,60,0,NA,74,NA,"0",10.5333333333333,10.75,13,2.46666666666667,22,83.25,3.46875,4,4,8,5,13,NA,27,NA,NA,NA,14018.37,"mongo",27,NA
387,"25.10_para_40.1_387","para",25,10,40,1,NA,"2/16/18","2/20/18",11:04:00,1,NA,"2/20/18",55.01,"2/20/18",11:18:00,13:00:00,"1:56","2/20/18",20:05:00,"2/24/18",205.25,"3/1/18",1020.06,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/15/18",1236.56,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 4 taken in pm",NA,0,47,51,51,51,51,55,60,0,NA,74,NA,"0",11.0666666666667,11.3,13,1.93333333333333,20.0833333333333,8.78333333333333,0.365972222222222,4,4,8,5,13,NA,27,NA,NA,NA,1236.56,"mongo",27,NA
388,"25.10_para_40.2_388","para",25,10,40,2,NA,"2/16/18","2/20/18",11:26:00,1,NA,"2/20/18",57.82,"2/20/18",11:32:00,13:00:00,"1:34","2/21/18",20:22:00,"2/23/18",190.85,"2/27/18",986.7,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/13/18",13122.95,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,47,51,51,51,52,54,58,0,NA,72,NA,"0",11.4333333333333,11.5333333333333,13,1.56666666666667,20.3666666666667,32.8333333333333,1.36805555555556,4,3,7,4,11,NA,25,NA,NA,NA,13122.95,"mongo",25,NA
389,"25.10_para_40.3_389","para",25,10,40,3,NA,"2/16/18","2/20/18",11:39:00,1,NA,"2/20/18",50.24,"2/20/18",11:44:00,13:00:00,"1:21","2/22/18",20:45:00,"2/24/18",286.57,"2/28/18",1451.91,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/14/18",3295.78,1,0,5,0,NA,0.5,1,NA,NA,NA,"mass 5 taken in pm. wandered, no recorded mass.",NA,0,47,51,51,51,53,55,59,0,NA,73,NA,"0",11.65,11.7333333333333,13,1.35,20.75,57.0166666666667,2.37569444444444,4,4,8,4,12,NA,26,NA,NA,NA,3295.78,"mongo",26,NA
390,"25.10_para_40.4_390","para",25,10,40,4,NA,"2/16/18","2/20/18",11:52:00,1,NA,"2/20/18",72.27,"2/20/18",11:56:00,13:00:00,"1:08","2/23/18",22:00:00,"2/24/18",240.79,"2/28/18",1141.09,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/14/18",12624.53,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 5 taken in pm. removed cuticle from all prolegs after molt to 5th",NA,0,47,51,51,51,54,55,59,0,NA,73,NA,"0",11.8666666666667,11.9333333333333,13,1.13333333333333,22,82.0666666666667,3.41944444444444,4,4,8,4,12,NA,26,NA,NA,NA,12624.53,"mongo",26,NA
391,"25.10_para_42.1_391","para",25,10,42,1,NA,"2/16/18","2/20/18",11:16:00,2,NA,"2/20/18",59.83,"2/20/18",11:18:00,13:00:00,"1:44","2/20/18",20:05:00,"2/25/18",255.49,"3/2/18",932.16,"3/8/18",5,1,2462.91,22,18,4,"3/14/18",14,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,47,51,51,51,51,56,61,67,73,0,NA,"0",11.2666666666667,11.3,13,1.73333333333333,20.0833333333333,8.78333333333333,0.365972222222222,4,5,9,5,14,20,NA,16,22,6,2462.91,"em",20,NA
392,"25.10_para_42.2_392","para",25,10,42,2,NA,"2/16/18","2/20/18",11:28:00,1,NA,"2/20/18",58.88,"2/20/18",11:32:00,13:00:00,"1:32","2/21/18",20:22:00,"2/27/18",144.07,"3/7/18",386.99,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/21/18",4421.74,1,0,6,0,NA,1,0,NA,NA,NA,"mass 4 taken in pm. removed cuticle from 5th proleg after molt to 4th. molted to 6th instar 3/17/18. Mass: 1313.73","found very clear plaques, no sign of wasp larvae, did not notice any teratocytes",0,47,51,51,51,52,58,66,0,NA,80,NA,"0",11.4666666666667,11.5333333333333,13,1.53333333333333,20.3666666666667,32.8333333333333,1.36805555555556,4,7,11,8,19,NA,33,NA,NA,NA,4421.74,"mongo",33,NA
393,"25.10_para_42.3_393","para",25,10,42,3,NA,"2/16/18","2/20/18",11:42:00,1,NA,"2/20/18",56.62,"2/20/18",11:44:00,13:00:00,"1:18","2/22/18",20:45:00,"2/24/18",252.13,"3/1/18",943.02,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/15/18",7440.13,1,0,6,NA,NA,NA,0,NA,NA,NA,"mass 5 taken in pm. molted to 6th instar 3/11/18. Mass: 4860.17. did not molt over thoracic legs at molt to 6th--removed most unshed cuticle over body",NA,0,47,51,51,51,53,55,60,0,NA,74,NA,"0",11.7,11.7333333333333,13,1.3,20.75,57.0166666666667,2.37569444444444,4,4,8,5,13,NA,27,NA,NA,NA,7440.13,"mongo",27,NA
396,"25.10_para_40.2_396","para",25,10,40,2,NA,"2/16/18","2/20/18",11:25:00,1,NA,"2/20/18",50.68,"2/20/18",11:32:00,13:00:00,"1:35","2/21/18",20:22:00,"2/22/18",281.96,"2/27/18",1418.87,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8606.37,"3/5/18","mass 4 and 5 taken in pm. wandered 3/5/18, mass=8606.37. put in pupation box.. pupated normally. frozen 3/27/18",NA,0,47,51,51,51,52,53,58,0,NA,0,64,"0",11.4166666666667,11.5333333333333,13,1.58333333333333,20.3666666666667,32.8333333333333,1.36805555555556,4,2,6,5,11,NA,NA,NA,NA,NA,8606.37,"wand",17,17
397,"25.10_para_40.3_397","para",25,10,40,3,NA,"2/16/18","2/20/18",11:39:00,1,NA,"2/20/18",59.91,"2/20/18",11:44:00,13:00:00,"1:21","2/22/18",20:45:00,"2/24/18",335.89,"3/2/18",2170.48,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/16/18",17304.29,1,1,5,NA,NA,NA,0,NA,NA,NA,NA,NA,0,47,51,51,51,53,55,61,0,NA,75,NA,"0",11.65,11.7333333333333,13,1.35,20.75,57.0166666666667,2.37569444444444,4,4,8,6,14,NA,28,NA,NA,NA,17304.29,"mongo",28,NA
398,"25.10_para_40.4_398","para",25,10,40,4,NA,"2/16/18","2/20/18",11:51:00,1,NA,"2/20/18",52.81,"2/20/18",11:56:00,13:00:00,"1:09","2/23/18",22:00:00,"2/23/18",551.28,"2/26/18",1614.27,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,11314.78,"3/5/18","mass 5 taken in pm. wandered 3/5/18, mass =11314.78. kept for dissection.","possible melanized eggs. no other signs of wasp",0,47,51,51,51,54,54,57,0,NA,0,64,"0",11.85,11.9333333333333,13,1.15,22,82.0666666666667,3.41944444444444,4,3,7,3,10,NA,NA,NA,NA,NA,11314.78,"wand",17,17
399,"25.10_para_42.1_399","para",25,10,42,1,NA,"2/16/18","2/20/18",11:13:00,1,NA,"2/20/18",66.44,"2/20/18",11:18:00,13:00:00,"1:47","2/20/18",20:05:00,"2/24/18",263.84,"2/28/18",1133.46,NA,NA,NA,NA,0,NA,NA,NA,NA,4,4,"3/14/18",2398.81,1,0,5,1,"2",1,0,NA,NA,NA,"mass 5 taken in pm","found 2 late second larvae, one early second and one odd larvae with wha tlooked like two bulbous ends. also found some melanized plaques",0,47,51,51,51,51,55,59,0,NA,73,NA,"0",11.2166666666667,11.3,13,1.78333333333333,20.0833333333333,8.78333333333333,0.365972222222222,4,4,8,4,12,NA,26,NA,NA,NA,2398.81,"mongo",26,NA
400,"25.10_para_42.2_400","para",25,10,42,2,NA,"2/16/18","2/20/18",11:29:00,1,NA,"2/20/18",53.99,"2/20/18",11:32:00,13:00:00,"1:31","2/21/18",20:22:00,"2/24/18",299.26,"2/28/18",1684.57,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/14/18",1712.74,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,47,51,51,51,52,55,59,0,NA,73,NA,"0",11.4833333333333,11.5333333333333,13,1.51666666666667,20.3666666666667,32.8333333333333,1.36805555555556,4,4,8,4,12,NA,26,NA,NA,NA,1712.74,"mongo",26,NA
401,"25.10_para_42.3_401","para",25,10,42,3,NA,"2/16/18","2/20/18",11:43:00,1,NA,"2/20/18",50.85,"2/20/18",11:44:00,13:00:00,"1:17","2/22/18",20:45:00,"2/23/18",259.62,"2/27/18",1495.89,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/13/18",14500.84,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,47,51,51,51,53,54,58,0,NA,72,NA,"0",11.7166666666667,11.7333333333333,13,1.28333333333333,20.75,57.0166666666667,2.37569444444444,4,3,7,4,11,NA,25,NA,NA,NA,14500.84,"mongo",25,NA
402,"25.10_para_40.1_402","para",25,10,40,1,NA,"2/16/18","2/20/18",11:08:00,2,NA,"2/20/18",57.78,"2/20/18",11:18:00,13:00:00,"1:52","2/20/18",20:05:00,"2/24/18",300.1,"3/1/18",1775.13,"3/7/18",5,0,3860.93,57,53,4,"3/12/18",41,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"dropped 2/27/18. not injured. mass 5 taken in pm",NA,0,47,51,51,51,51,55,60,66,71,0,NA,"0",11.1333333333333,11.3,13,1.86666666666667,20.0833333333333,8.78333333333333,0.365972222222222,4,4,8,5,13,19,NA,15,20,5,3860.93,"em",19,NA
403,"25.10_para_40.2_403","para",25,10,40,2,NA,"2/16/18","2/20/18",11:24:00,1,NA,"2/20/18",59.77,"2/20/18",11:32:00,13:00:00,"1:36","2/21/18",20:22:00,"2/24/18",310.56,"2/28/18",910.51,"3/6/18",5,0,1618.11,8,8,0,"3/13/18",5,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm. was attempting to chew on wasp larvae during emergence",NA,0,47,51,51,51,52,55,59,65,72,0,NA,"0",11.4,11.5333333333333,13,1.6,20.3666666666667,32.8333333333333,1.36805555555556,4,4,8,4,12,18,NA,14,21,7,1618.11,"em",18,NA
404,"25.10_para_40.3_404","para",25,10,40,3,NA,"2/16/18","2/20/18",11:37:00,1,NA,"2/20/18",59.17,"2/20/18",11:44:00,13:00:00,"1:23","2/22/18",20:45:00,"2/24/18",316.49,"2/28/18",1574.23,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/14/18",14561.57,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 5 taken in pm",NA,0,47,51,51,51,53,55,59,0,NA,73,NA,"0",11.6166666666667,11.7333333333333,13,1.38333333333333,20.75,57.0166666666667,2.37569444444444,4,4,8,4,12,NA,26,NA,NA,NA,14561.57,"mongo",26,NA
405,"25.10_para_40.4_405","para",25,10,40,4,NA,"2/16/18","2/20/18",11:49:00,1,NA,"2/20/18",61.76,"2/20/18",11:56:00,13:00:00,"1:11","2/23/18",22:00:00,"2/23/18",307.97,"2/27/18",1552.43,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/13/18",8592.39,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 5 taken in pm",NA,0,47,51,51,51,54,54,58,0,NA,72,NA,"0",11.8166666666667,11.9333333333333,13,1.18333333333333,22,82.0666666666667,3.41944444444444,4,3,7,4,11,NA,25,NA,NA,NA,8592.39,"mongo",25,NA
406,"25.10_para_42.1_406","para",25,10,42,1,NA,"2/16/18","2/20/18",11:10:00,2,NA,"2/20/18",62.11,"2/20/18",11:18:00,13:00:00,"1:50","2/20/18",20:05:00,"2/25/18",369.15,NA,NA,"3/6/18",4,1,1237.13,7,2,5,"3/11/18",2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"2/25/18",NA,0,47,51,51,51,51,56,NA,65,70,0,NA,"0",11.1666666666667,11.3,13,1.83333333333333,20.0833333333333,8.78333333333333,0.365972222222222,4,5,9,NA,NA,18,NA,14,19,5,1237.13,"em",18,NA
407,"25.10_para_42.2_407","para",25,10,42,2,NA,"2/16/18","2/20/18",11:30:00,1,NA,"2/20/18",51.19,"2/20/18",11:32:00,13:00:00,"1:30","2/21/18",20:22:00,"2/25/18",256.8,"3/1/18",1492.99,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/15/18",15210.27,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,47,51,51,51,52,56,60,0,NA,74,NA,"0",11.5,11.5333333333333,13,1.5,20.3666666666667,32.8333333333333,1.36805555555556,4,5,9,4,13,NA,27,NA,NA,NA,15210.27,"mongo",27,NA
408,"25.10_para_42.3_408","para",25,10,42,3,NA,"2/16/18","2/20/18",11:44:00,1,NA,"2/20/18",45.84,"2/20/18",11:44:00,13:00:00,"1:16","2/22/18",20:45:00,"2/23/18",168.29,"3/4/18",623.73,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/18/18",896.33,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 4 taken in pm. removed head capsule after molt to 5th. mouth parts hardened poorly--may not be able to eat",NA,0,47,51,51,51,53,54,63,0,NA,77,NA,"0",11.7333333333333,11.7333333333333,13,1.26666666666667,20.75,57.0166666666667,2.37569444444444,4,3,7,9,16,NA,30,NA,NA,NA,896.33,"mongo",30,NA
409,"25.10_para_42.1_409","para",25,10,42,1,NA,"2/16/18","2/20/18",11:11:00,1,NA,"2/20/18",50.24,"2/20/18",11:18:00,13:00:00,"1:49","2/20/18",20:05:00,"2/25/18",223.73,"3/5/18",654.68,"3/10/18",5,0,622.17,4,3,1,"3/16/18",2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"mass 4 taken in pm",NA,0,47,51,51,51,51,56,64,69,75,0,NA,"0",11.1833333333333,11.3,13,1.81666666666667,20.0833333333333,8.78333333333333,0.365972222222222,4,5,9,8,17,22,NA,18,24,6,622.17,"em",22,NA
410,"25.10_para_40.1_410","para",25,10,40,1,NA,"2/16/18","2/20/18",11:10:00,1,NA,"2/20/18",58.51,"2/20/18",11:18:00,13:00:00,"1:50","2/20/18",20:05:00,"2/24/18",360.69,"2/28/18",1719.96,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/14/18",4008.4,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 5 taken in pm",NA,0,47,51,51,51,51,55,59,0,NA,73,NA,"0",11.1666666666667,11.3,13,1.83333333333333,20.0833333333333,8.78333333333333,0.365972222222222,4,4,8,4,12,NA,26,NA,NA,NA,4008.4,"mongo",26,NA
411,"25.10_para_40.2_411","para",25,10,40,2,NA,"2/16/18","2/20/18",11:23:00,1,NA,"2/20/18",54,"2/20/18",11:32:00,13:00:00,"1:37","2/21/18",20:22:00,"2/25/18",142.16,NA,NA,"3/5/18",4,1,634.03,13,11,2,"3/11/18",10,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"mass 4 taken in pm",NA,0,47,51,51,51,52,56,NA,64,70,0,NA,"0",11.3833333333333,11.5333333333333,13,1.61666666666667,20.3666666666667,32.8333333333333,1.36805555555556,4,5,9,NA,NA,17,NA,13,19,6,634.03,"em",17,NA
412,"25.10_para_40.3_412","para",25,10,40,3,NA,"2/16/18","2/20/18",11:36:00,1,NA,"2/20/18",47.53,"2/20/18",11:44:00,13:00:00,"1:24","2/22/18",20:45:00,"2/24/18",293.44,"2/28/18",1455.47,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/14/18",14104.91,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,47,51,51,51,53,55,59,0,NA,73,NA,"0",11.6,11.7333333333333,13,1.4,20.75,57.0166666666667,2.37569444444444,4,4,8,4,12,NA,26,NA,NA,NA,14104.91,"mongo",26,NA
413,"25.10_para_40.4_413","para",25,10,40,4,NA,"2/16/18","2/20/18",11:48:00,1,NA,"2/20/18",61.43,"2/20/18",11:56:00,13:00:00,"1:12","2/23/18",22:00:00,"2/24/18",340.73,"3/1/18",1608.09,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/15/18",3651.88,1,0,5,NA,NA,NA,0,NA,NA,NA,NA,NA,0,47,51,51,51,54,55,60,0,NA,74,NA,"0",11.8,11.9333333333333,13,1.2,22,82.0666666666667,3.41944444444444,4,4,8,5,13,NA,27,NA,NA,NA,3651.88,"mongo",27,NA
414,"25.10_para_40.4_414","para",25,10,40,4,NA,"2/16/18","2/20/18",12:05:00,1,NA,"2/20/18",45.29,"2/20/18",12:06:00,13:00:00,"0:55","2/23/18",22:00:00,"2/24/18",233.86,"3/2/18",1106.73,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/16/18",3653.77,1,0,5,NA,NA,NA,0,NA,NA,NA,NA,NA,0,47,51,51,51,54,55,61,0,NA,75,NA,"0",12.0833333333333,12.1,13,0.916666666666667,22,81.9,3.4125,4,4,8,6,14,NA,28,NA,NA,NA,3653.77,"mongo",28,NA
415,"25.10_para_40.4_415","para",25,10,40,4,NA,"2/15/18","2/21/18",07:59:00,1,NA,"2/21/18",46.61,"2/21/18",08:01:00,13:00:00,"5:01","2/24/18",20:18:00,"2/24/18",367.22,"2/28/18",1941.82,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/14/18",8195.83,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,46,52,52,52,55,55,59,0,NA,73,NA,"0",7.98333333333333,8.01666666666667,13,5.01666666666667,20.3,84.2833333333333,3.51180555555556,6,3,9,4,13,NA,27,NA,NA,NA,8195.83,"mongo",27,NA
416,"25.10_para_40.3_416","para",25,10,40,3,NA,"2/16/18","2/22/18",09:41:00,1,NA,"2/22/18",45.13,"2/22/18",09:45:00,13:00:00,"3:19","2/24/18",20:18:00,"2/24/18",195.02,"3/1/18",1647.85,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12505.2,"3/7/18","mass 5 taken in pm. wandered 3/7/18, mass=12505.20. frozen for dissection.",NA,0,47,53,53,53,55,55,60,0,NA,0,66,"0",9.68333333333333,9.75,13,3.31666666666667,20.3,58.55,2.43958333333333,6,2,8,5,13,NA,NA,NA,NA,NA,12505.2,"wand",19,19
417,"25.10_para_40.3_417","para",25,10,40,3,NA,"2/16/18","2/22/18",09:43:00,1,NA,"2/22/18",48.7,"2/22/18",09:45:00,13:00:00,"3:17","2/24/18",20:18:00,"2/24/18",170.04,"2/28/18",1111.96,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,9010.35,"3/6/18","mass 5 taken in pm. wandered 3/6/18, mass=9010.35. put in pupa box.. frozen 3/27/18",NA,0,47,53,53,53,55,55,59,0,NA,0,65,"0",9.71666666666667,9.75,13,3.28333333333333,20.3,58.55,2.43958333333333,6,2,8,4,12,NA,NA,NA,NA,NA,9010.35,"wand",18,18
418,"25.10_para_42.2_418","para",25,10,42,2,NA,"2/15/18","2/22/18",09:44:00,1,NA,"2/22/18",69.74,"2/22/18",09:45:00,13:00:00,"3:16","2/23/18",22:00:00,"2/25/18",295.27,"3/2/18",2229.57,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/16/18",16400.86,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 4 taken in pm",NA,0,46,53,53,53,54,56,61,0,NA,75,NA,"0",9.73333333333333,9.75,13,3.26666666666667,22,36.25,1.51041666666667,7,3,10,5,15,NA,29,NA,NA,NA,16400.86,"mongo",29,NA
419,"25.10_para_0.0_419","para",25,10,0,0,NA,"3/6/18","3/11/18",09:03:00,1,NA,"3/11/18",53.63,NA,NA,13:00:00,"3:57",NA,NA,"3/14/18",226.61,"3/19/18",1436.77,"3/25/18",5,0,2852.74,60,59,1,"3/31/18",48,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"mass 5 taken in pm",NA,0,65,70,70,NA,NA,73,78,84,90,0,NA,"0",9.05,NA,13,3.95,NA,NA,NA,5,3,8,5,13,19,NA,14,20,6,2852.74,"em",19,NA
429,"25.10_para_40.1_429","para",25,10,40,1,NA,"3/8/18","3/12/18",10:27:00,1,NA,"3/12/18",55.03,"3/12/18",11:24:00,13:00:00,"2:33","3/12/18",18:10:00,"3/17/18",165.42,"3/25/18",710.87,"3/31/18",5,0,1881.92,68,37,31,"4/6/18",31,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"mass 4 taken in pm. removed cuticle from 4-5th prolegs after molt to 5th",NA,0,67,71,71,71,71,76,84,90,96,0,NA,"0",10.45,11.4,13,2.55,18.1666666666667,6.76666666666667,0.281944444444444,4,5,9,8,17,23,NA,19,25,6,1881.92,"em",23,NA
431,"25.10_para_40.3_431","para",25,10,40,3,NA,"3/8/18","3/12/18",11:15:00,2,NA,"3/12/18",47.95,"3/12/18",11:46:00,13:00:00,"1:45","3/14/18",18:20:00,"3/17/18",228.98,"3/23/18",674.35,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"4/6/18",1014.23,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 4 taken in pm",NA,0,67,71,71,71,73,76,82,0,NA,96,NA,"0",11.25,11.7666666666667,13,1.75,18.3333333333333,54.5666666666667,2.27361111111111,4,5,9,6,15,NA,29,NA,NA,NA,1014.23,"mongo",29,NA
432,"25.10_para_40.4_432","para",25,10,40,4,NA,"3/8/18","3/12/18",11:40:00,1,NA,"3/12/18",45.64,"3/12/18",12:07:00,13:00:00,"1:20","3/15/18",20:17:00,"3/17/18",225.62,"3/22/18",1406.27,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"4/5/18",14163.66,1,1,5,NA,NA,NA,0,NA,NA,NA,"listed as 2 ovp, likely just one (1st was really short). mass 4 taken in pm",NA,0,67,71,71,71,74,76,81,0,NA,95,NA,"0",11.6666666666667,12.1166666666667,13,1.33333333333333,20.2833333333333,80.1666666666667,3.34027777777778,4,5,9,5,14,NA,28,NA,NA,NA,14163.66,"mongo",28,NA
433,"25.10_para_42.1_433","para",25,10,42,1,NA,"3/8/18","3/12/18",10:22:00,2,NA,"3/12/18",60.26,"3/12/18",11:24:00,13:00:00,"2:38","3/12/18",18:10:00,"3/15/18",315.42,"3/20/18",1766.43,"3/26/18",5,0,2834.52,18,17,1,"4/1/18",16,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,67,71,71,71,71,74,79,85,91,0,NA,"0",10.3666666666667,11.4,13,2.63333333333333,18.1666666666667,6.76666666666667,0.281944444444444,4,3,7,5,12,18,NA,14,20,6,2834.52,"em",18,NA
