"id","hs.temp","hs.num","instar","bug.id","treatment","temp.avg","temp.var","date.died","date.hatch","date.ovp","time.ovp","num.ovp","suc.ovp","date.3","date.in.hs","time.in.hs","time.hs","time.ths1.ovp","date.out.hs","time.out.hs","date.4","date.5","date.em","instar.em","bled.em","mass.48em","num.em","num.coc","num.fail.spin","date.ecl","num.ecl","num.unem","load","date.end","mass.end","mongo.age","mongo.mass","instar.end","diss.wasp","diss.wasp.stage","mel","wand","pup","mass.wand","date.wand","gen.notes","diss.notes","date.died.j","date.hatch.j","date.ovp.j","date.3.j","date.in.hs.j","date.out.hs.j","date.4.j","date.5.j","date.em.j","date.ecl.j","date.end.j","date.wand.j","died","time.ovp.dec","time.in.hs.dec","time.hs.dec","time.ths1.ovp.dec","time.out.hs.dec","hr.hs","day.hs","tt3","inst3","tt4","inst4","tt5","ttem","ttend","ttem.w","ttecl","dt.coc","class","ttend.all","ttwand","mass","day.age"
200,40,2,"5","25.10_para_40.2_200","para",25,10,NA,"2/9/18","2/14/18",08:35:00,1,NA,"2/14/18","2/14/18",08:40:00,13:00:00,"4:25","2/15/18",20:10:00,"2/18/18","2/22/18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/8/17",13150.69,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 5 taken in pm",NA,0,40,45,45,45,46,49,53,0,NA,67,NA,"0",8.58333333333333,8.66666666666667,13,4.41666666666667,20.1666666666667,35.5,1.47916666666667,5,4,9,4,13,NA,27,NA,NA,NA,"mongo",27,NA,1429.8,13
200,40,2,"end.all","25.10_para_40.2_200","para",25,10,NA,"2/9/18","2/14/18",08:35:00,1,NA,"2/14/18","2/14/18",08:40:00,13:00:00,"4:25","2/15/18",20:10:00,"2/18/18","2/22/18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/8/17",13150.69,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 5 taken in pm",NA,0,40,45,45,45,46,49,53,0,NA,67,NA,"0",8.58333333333333,8.66666666666667,13,4.41666666666667,20.1666666666667,35.5,1.47916666666667,5,4,9,4,13,NA,27,NA,NA,NA,"mongo",27,NA,13150.69,27
201,40,4,"3","25.10_para_40.4_201","para",25,10,NA,"2/9/18","2/14/18",08:37:00,2,NA,"2/14/18","2/14/18",08:40:00,13:00:00,"4:23","2/17/18",19:10:00,"2/18/18","2/22/18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/8/17",4490.57,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 5 taken in pm",NA,0,40,45,45,45,48,49,53,0,NA,67,NA,"0",8.61666666666667,8.66666666666667,13,4.38333333333333,19.1666666666667,82.5,3.4375,5,4,9,4,13,NA,27,NA,NA,NA,"mongo",27,NA,54.7,5
201,40,4,"4","25.10_para_40.4_201","para",25,10,NA,"2/9/18","2/14/18",08:37:00,2,NA,"2/14/18","2/14/18",08:40:00,13:00:00,"4:23","2/17/18",19:10:00,"2/18/18","2/22/18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/8/17",4490.57,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 5 taken in pm",NA,0,40,45,45,45,48,49,53,0,NA,67,NA,"0",8.61666666666667,8.66666666666667,13,4.38333333333333,19.1666666666667,82.5,3.4375,5,4,9,4,13,NA,27,NA,NA,NA,"mongo",27,NA,286.38,9
201,40,4,"5","25.10_para_40.4_201","para",25,10,NA,"2/9/18","2/14/18",08:37:00,2,NA,"2/14/18","2/14/18",08:40:00,13:00:00,"4:23","2/17/18",19:10:00,"2/18/18","2/22/18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/8/17",4490.57,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 5 taken in pm",NA,0,40,45,45,45,48,49,53,0,NA,67,NA,"0",8.61666666666667,8.66666666666667,13,4.38333333333333,19.1666666666667,82.5,3.4375,5,4,9,4,13,NA,27,NA,NA,NA,"mongo",27,NA,1483.87,13
201,40,4,"end.all","25.10_para_40.4_201","para",25,10,NA,"2/9/18","2/14/18",08:37:00,2,NA,"2/14/18","2/14/18",08:40:00,13:00:00,"4:23","2/17/18",19:10:00,"2/18/18","2/22/18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/8/17",4490.57,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 5 taken in pm",NA,0,40,45,45,45,48,49,53,0,NA,67,NA,"0",8.61666666666667,8.66666666666667,13,4.38333333333333,19.1666666666667,82.5,3.4375,5,4,9,4,13,NA,27,NA,NA,NA,"mongo",27,NA,4490.57,27
202,42,3,"3","25.10_para_42.3_202","para",25,10,NA,"2/9/18","2/14/18",08:38:00,1,NA,"2/14/18","2/14/18",08:40:00,13:00:00,"4:22","2/16/18",19:12:00,"2/18/18","2/23/18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/9/18",14602.08,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 5 taken in pm. removed cuticle from 4-5th prolegs after molt to 5th",NA,0,40,45,45,45,47,49,54,0,NA,68,NA,"0",8.63333333333333,8.66666666666667,13,4.36666666666667,19.2,58.5333333333333,2.43888888888889,5,4,9,5,14,NA,28,NA,NA,NA,"mongo",28,NA,60.25,5
202,42,3,"4","25.10_para_42.3_202","para",25,10,NA,"2/9/18","2/14/18",08:38:00,1,NA,"2/14/18","2/14/18",08:40:00,13:00:00,"4:22","2/16/18",19:12:00,"2/18/18","2/23/18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/9/18",14602.08,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 5 taken in pm. removed cuticle from 4-5th prolegs after molt to 5th",NA,0,40,45,45,45,47,49,54,0,NA,68,NA,"0",8.63333333333333,8.66666666666667,13,4.36666666666667,19.2,58.5333333333333,2.43888888888889,5,4,9,5,14,NA,28,NA,NA,NA,"mongo",28,NA,251.52,9
202,42,3,"5","25.10_para_42.3_202","para",25,10,NA,"2/9/18","2/14/18",08:38:00,1,NA,"2/14/18","2/14/18",08:40:00,13:00:00,"4:22","2/16/18",19:12:00,"2/18/18","2/23/18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/9/18",14602.08,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 5 taken in pm. removed cuticle from 4-5th prolegs after molt to 5th",NA,0,40,45,45,45,47,49,54,0,NA,68,NA,"0",8.63333333333333,8.66666666666667,13,4.36666666666667,19.2,58.5333333333333,2.43888888888889,5,4,9,5,14,NA,28,NA,NA,NA,"mongo",28,NA,1534.54,14
202,42,3,"end.all","25.10_para_42.3_202","para",25,10,NA,"2/9/18","2/14/18",08:38:00,1,NA,"2/14/18","2/14/18",08:40:00,13:00:00,"4:22","2/16/18",19:12:00,"2/18/18","2/23/18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/9/18",14602.08,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 5 taken in pm. removed cuticle from 4-5th prolegs after molt to 5th",NA,0,40,45,45,45,47,49,54,0,NA,68,NA,"0",8.63333333333333,8.66666666666667,13,4.36666666666667,19.2,58.5333333333333,2.43888888888889,5,4,9,5,14,NA,28,NA,NA,NA,"mongo",28,NA,14602.08,28
203,0,0,"3","25.10_para_0.0_203","para",25,10,NA,"2/9/18","2/14/18",08:39:00,1,NA,"2/14/18","2/14/18",08:40:00,13:00:00,"4:21",NA,NA,"2/17/18","2/21/18","2/27/18",5,0,3989.03,111,107,4,"3/5/18",75,NA,111,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,40,45,45,45,NA,48,52,58,64,0,NA,"0",8.65,8.66666666666667,13,4.35,NA,NA,NA,5,3,8,4,12,18,NA,13,19,6,"em",18,NA,52.27,5
203,0,0,"4","25.10_para_0.0_203","para",25,10,NA,"2/9/18","2/14/18",08:39:00,1,NA,"2/14/18","2/14/18",08:40:00,13:00:00,"4:21",NA,NA,"2/17/18","2/21/18","2/27/18",5,0,3989.03,111,107,4,"3/5/18",75,NA,111,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,40,45,45,45,NA,48,52,58,64,0,NA,"0",8.65,8.66666666666667,13,4.35,NA,NA,NA,5,3,8,4,12,18,NA,13,19,6,"em",18,NA,298.13,8
203,0,0,"5","25.10_para_0.0_203","para",25,10,NA,"2/9/18","2/14/18",08:39:00,1,NA,"2/14/18","2/14/18",08:40:00,13:00:00,"4:21",NA,NA,"2/17/18","2/21/18","2/27/18",5,0,3989.03,111,107,4,"3/5/18",75,NA,111,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,40,45,45,45,NA,48,52,58,64,0,NA,"0",8.65,8.66666666666667,13,4.35,NA,NA,NA,5,3,8,4,12,18,NA,13,19,6,"em",18,NA,1578.83,12
203,0,0,"end.all","25.10_para_0.0_203","para",25,10,NA,"2/9/18","2/14/18",08:39:00,1,NA,"2/14/18","2/14/18",08:40:00,13:00:00,"4:21",NA,NA,"2/17/18","2/21/18","2/27/18",5,0,3989.03,111,107,4,"3/5/18",75,NA,111,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,40,45,45,45,NA,48,52,58,64,0,NA,"0",8.65,8.66666666666667,13,4.35,NA,NA,NA,5,3,8,4,12,18,NA,13,19,6,"em",18,NA,3989.03,18
204,40,3,"3","25.10_para_40.3_204","para",25,10,NA,"2/9/18","2/14/18",08:50:00,1,NA,"2/14/18","2/14/18",08:52:00,13:00:00,"4:10","2/16/18",19:12:00,"2/17/18","2/21/18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/7/18",2292.31,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,40,45,45,45,47,48,52,0,NA,66,NA,"0",8.83333333333333,8.86666666666667,13,4.16666666666667,19.2,58.3333333333333,2.43055555555556,5,3,8,4,12,NA,26,NA,NA,NA,"mongo",26,NA,49.21,5
204,40,3,"4","25.10_para_40.3_204","para",25,10,NA,"2/9/18","2/14/18",08:50:00,1,NA,"2/14/18","2/14/18",08:52:00,13:00:00,"4:10","2/16/18",19:12:00,"2/17/18","2/21/18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/7/18",2292.31,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,40,45,45,45,47,48,52,0,NA,66,NA,"0",8.83333333333333,8.86666666666667,13,4.16666666666667,19.2,58.3333333333333,2.43055555555556,5,3,8,4,12,NA,26,NA,NA,NA,"mongo",26,NA,219.08,8
204,40,3,"5","25.10_para_40.3_204","para",25,10,NA,"2/9/18","2/14/18",08:50:00,1,NA,"2/14/18","2/14/18",08:52:00,13:00:00,"4:10","2/16/18",19:12:00,"2/17/18","2/21/18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/7/18",2292.31,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,40,45,45,45,47,48,52,0,NA,66,NA,"0",8.83333333333333,8.86666666666667,13,4.16666666666667,19.2,58.3333333333333,2.43055555555556,5,3,8,4,12,NA,26,NA,NA,NA,"mongo",26,NA,1291.42,12
204,40,3,"end.all","25.10_para_40.3_204","para",25,10,NA,"2/9/18","2/14/18",08:50:00,1,NA,"2/14/18","2/14/18",08:52:00,13:00:00,"4:10","2/16/18",19:12:00,"2/17/18","2/21/18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/7/18",2292.31,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,40,45,45,45,47,48,52,0,NA,66,NA,"0",8.83333333333333,8.86666666666667,13,4.16666666666667,19.2,58.3333333333333,2.43055555555556,5,3,8,4,12,NA,26,NA,NA,NA,"mongo",26,NA,2292.31,26
205,40,4,"3","25.10_para_40.4_205","para",25,10,NA,"2/9/18","2/14/18",08:51:00,1,NA,"2/14/18","2/14/18",08:52:00,13:00:00,"4:09","2/17/18",19:10:00,"2/18/18","2/23/18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/9/18",14144.34,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 5 taken in pm",NA,0,40,45,45,45,48,49,54,0,NA,68,NA,"0",8.85,8.86666666666667,13,4.15,19.1666666666667,82.3,3.42916666666667,5,4,9,5,14,NA,28,NA,NA,NA,"mongo",28,NA,57.47,5
205,40,4,"4","25.10_para_40.4_205","para",25,10,NA,"2/9/18","2/14/18",08:51:00,1,NA,"2/14/18","2/14/18",08:52:00,13:00:00,"4:09","2/17/18",19:10:00,"2/18/18","2/23/18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/9/18",14144.34,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 5 taken in pm",NA,0,40,45,45,45,48,49,54,0,NA,68,NA,"0",8.85,8.86666666666667,13,4.15,19.1666666666667,82.3,3.42916666666667,5,4,9,5,14,NA,28,NA,NA,NA,"mongo",28,NA,312.52,9
205,40,4,"5","25.10_para_40.4_205","para",25,10,NA,"2/9/18","2/14/18",08:51:00,1,NA,"2/14/18","2/14/18",08:52:00,13:00:00,"4:09","2/17/18",19:10:00,"2/18/18","2/23/18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/9/18",14144.34,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 5 taken in pm",NA,0,40,45,45,45,48,49,54,0,NA,68,NA,"0",8.85,8.86666666666667,13,4.15,19.1666666666667,82.3,3.42916666666667,5,4,9,5,14,NA,28,NA,NA,NA,"mongo",28,NA,1537.84,14
205,40,4,"end.all","25.10_para_40.4_205","para",25,10,NA,"2/9/18","2/14/18",08:51:00,1,NA,"2/14/18","2/14/18",08:52:00,13:00:00,"4:09","2/17/18",19:10:00,"2/18/18","2/23/18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/9/18",14144.34,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 5 taken in pm",NA,0,40,45,45,45,48,49,54,0,NA,68,NA,"0",8.85,8.86666666666667,13,4.15,19.1666666666667,82.3,3.42916666666667,5,4,9,5,14,NA,28,NA,NA,NA,"mongo",28,NA,14144.34,28
206,40,1,"3","25.10_para_40.1_206","para",25,10,NA,"2/8/18","2/14/18",09:30:00,1,NA,"2/14/18","2/14/18",09:38:00,13:00:00,"3:30","2/14/18",19:20:00,"2/17/18","2/21/18","2/27/18",5,0,1961.18,25,19,6,"3/5/18",17,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,39,45,45,45,45,48,52,58,64,0,NA,"0",9.5,9.63333333333333,13,3.5,19.3333333333333,9.7,0.404166666666667,6,3,9,4,13,19,NA,13,19,6,"em",19,NA,46.84,6
206,40,1,"4","25.10_para_40.1_206","para",25,10,NA,"2/8/18","2/14/18",09:30:00,1,NA,"2/14/18","2/14/18",09:38:00,13:00:00,"3:30","2/14/18",19:20:00,"2/17/18","2/21/18","2/27/18",5,0,1961.18,25,19,6,"3/5/18",17,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,39,45,45,45,45,48,52,58,64,0,NA,"0",9.5,9.63333333333333,13,3.5,19.3333333333333,9.7,0.404166666666667,6,3,9,4,13,19,NA,13,19,6,"em",19,NA,242.05,9
206,40,1,"5","25.10_para_40.1_206","para",25,10,NA,"2/8/18","2/14/18",09:30:00,1,NA,"2/14/18","2/14/18",09:38:00,13:00:00,"3:30","2/14/18",19:20:00,"2/17/18","2/21/18","2/27/18",5,0,1961.18,25,19,6,"3/5/18",17,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,39,45,45,45,45,48,52,58,64,0,NA,"0",9.5,9.63333333333333,13,3.5,19.3333333333333,9.7,0.404166666666667,6,3,9,4,13,19,NA,13,19,6,"em",19,NA,684.95,13
206,40,1,"end.all","25.10_para_40.1_206","para",25,10,NA,"2/8/18","2/14/18",09:30:00,1,NA,"2/14/18","2/14/18",09:38:00,13:00:00,"3:30","2/14/18",19:20:00,"2/17/18","2/21/18","2/27/18",5,0,1961.18,25,19,6,"3/5/18",17,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,39,45,45,45,45,48,52,58,64,0,NA,"0",9.5,9.63333333333333,13,3.5,19.3333333333333,9.7,0.404166666666667,6,3,9,4,13,19,NA,13,19,6,"em",19,NA,1961.18,19
207,40,2,"3","25.10_para_40.2_207","para",25,10,NA,"2/8/18","2/14/18",09:31:00,1,NA,"2/14/18","2/14/18",09:38:00,13:00:00,"3:29","2/15/18",20:10:00,"2/18/18","2/23/18","3/1/18",5,0,1750.92,1,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"mass 5 taken in pm. mass after em taken 3/4/18",NA,0,39,45,45,45,46,49,54,60,NA,0,NA,"0",9.51666666666667,9.63333333333333,13,3.48333333333333,20.1666666666667,34.5333333333333,1.43888888888889,6,4,10,5,15,21,NA,15,NA,NA,"em",21,NA,46.51,6
207,40,2,"4","25.10_para_40.2_207","para",25,10,NA,"2/8/18","2/14/18",09:31:00,1,NA,"2/14/18","2/14/18",09:38:00,13:00:00,"3:29","2/15/18",20:10:00,"2/18/18","2/23/18","3/1/18",5,0,1750.92,1,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"mass 5 taken in pm. mass after em taken 3/4/18",NA,0,39,45,45,45,46,49,54,60,NA,0,NA,"0",9.51666666666667,9.63333333333333,13,3.48333333333333,20.1666666666667,34.5333333333333,1.43888888888889,6,4,10,5,15,21,NA,15,NA,NA,"em",21,NA,257.61,10
207,40,2,"5","25.10_para_40.2_207","para",25,10,NA,"2/8/18","2/14/18",09:31:00,1,NA,"2/14/18","2/14/18",09:38:00,13:00:00,"3:29","2/15/18",20:10:00,"2/18/18","2/23/18","3/1/18",5,0,1750.92,1,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"mass 5 taken in pm. mass after em taken 3/4/18",NA,0,39,45,45,45,46,49,54,60,NA,0,NA,"0",9.51666666666667,9.63333333333333,13,3.48333333333333,20.1666666666667,34.5333333333333,1.43888888888889,6,4,10,5,15,21,NA,15,NA,NA,"em",21,NA,1255.39,15
207,40,2,"end.all","25.10_para_40.2_207","para",25,10,NA,"2/8/18","2/14/18",09:31:00,1,NA,"2/14/18","2/14/18",09:38:00,13:00:00,"3:29","2/15/18",20:10:00,"2/18/18","2/23/18","3/1/18",5,0,1750.92,1,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"mass 5 taken in pm. mass after em taken 3/4/18",NA,0,39,45,45,45,46,49,54,60,NA,0,NA,"0",9.51666666666667,9.63333333333333,13,3.48333333333333,20.1666666666667,34.5333333333333,1.43888888888889,6,4,10,5,15,21,NA,15,NA,NA,"em",21,NA,1750.92,21
208,40,3,"3","25.10_para_40.3_208","para",25,10,NA,"2/8/18","2/14/18",09:32:00,1,NA,"2/14/18","2/14/18",09:38:00,13:00:00,"3:28","2/16/18",19:12:00,"2/17/18","2/21/18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/7/18",11541.13,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,39,45,45,45,47,48,52,0,NA,66,NA,"0",9.53333333333333,9.63333333333333,13,3.46666666666667,19.2,57.5666666666667,2.39861111111111,6,3,9,4,13,NA,27,NA,NA,NA,"mongo",27,NA,44.12,6
208,40,3,"4","25.10_para_40.3_208","para",25,10,NA,"2/8/18","2/14/18",09:32:00,1,NA,"2/14/18","2/14/18",09:38:00,13:00:00,"3:28","2/16/18",19:12:00,"2/17/18","2/21/18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/7/18",11541.13,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,39,45,45,45,47,48,52,0,NA,66,NA,"0",9.53333333333333,9.63333333333333,13,3.46666666666667,19.2,57.5666666666667,2.39861111111111,6,3,9,4,13,NA,27,NA,NA,NA,"mongo",27,NA,209.83,9
208,40,3,"5","25.10_para_40.3_208","para",25,10,NA,"2/8/18","2/14/18",09:32:00,1,NA,"2/14/18","2/14/18",09:38:00,13:00:00,"3:28","2/16/18",19:12:00,"2/17/18","2/21/18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/7/18",11541.13,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,39,45,45,45,47,48,52,0,NA,66,NA,"0",9.53333333333333,9.63333333333333,13,3.46666666666667,19.2,57.5666666666667,2.39861111111111,6,3,9,4,13,NA,27,NA,NA,NA,"mongo",27,NA,1386.36,13
208,40,3,"end.all","25.10_para_40.3_208","para",25,10,NA,"2/8/18","2/14/18",09:32:00,1,NA,"2/14/18","2/14/18",09:38:00,13:00:00,"3:28","2/16/18",19:12:00,"2/17/18","2/21/18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/7/18",11541.13,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 4 and 5 taken in pm",NA,0,39,45,45,45,47,48,52,0,NA,66,NA,"0",9.53333333333333,9.63333333333333,13,3.46666666666667,19.2,57.5666666666667,2.39861111111111,6,3,9,4,13,NA,27,NA,NA,NA,"mongo",27,NA,11541.13,27
21,42,4,"3","25.10_para_42.4_21","para",25,10,NA,"1/28/18","2/2/18",12:32:00,1,NA,"2/2/18","2/2/18",12:35:00,13:00:00,"0:28","2/5/18",19:20:00,"2/5/18","2/9/18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"2/23/18",18960.33,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 5 taken in pm",NA,0,28,33,33,33,36,36,40,0,NA,54,NA,"0",12.5333333333333,12.5833333333333,13,0.466666666666667,19.3333333333333,78.75,3.28125,5,3,8,4,12,NA,26,NA,NA,NA,"mongo",26,NA,64.68,5
21,42,4,"4","25.10_para_42.4_21","para",25,10,NA,"1/28/18","2/2/18",12:32:00,1,NA,"2/2/18","2/2/18",12:35:00,13:00:00,"0:28","2/5/18",19:20:00,"2/5/18","2/9/18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"2/23/18",18960.33,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 5 taken in pm",NA,0,28,33,33,33,36,36,40,0,NA,54,NA,"0",12.5333333333333,12.5833333333333,13,0.466666666666667,19.3333333333333,78.75,3.28125,5,3,8,4,12,NA,26,NA,NA,NA,"mongo",26,NA,248.97,8
21,42,4,"5","25.10_para_42.4_21","para",25,10,NA,"1/28/18","2/2/18",12:32:00,1,NA,"2/2/18","2/2/18",12:35:00,13:00:00,"0:28","2/5/18",19:20:00,"2/5/18","2/9/18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"2/23/18",18960.33,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 5 taken in pm",NA,0,28,33,33,33,36,36,40,0,NA,54,NA,"0",12.5333333333333,12.5833333333333,13,0.466666666666667,19.3333333333333,78.75,3.28125,5,3,8,4,12,NA,26,NA,NA,NA,"mongo",26,NA,1638.18,12
21,42,4,"end.all","25.10_para_42.4_21","para",25,10,NA,"1/28/18","2/2/18",12:32:00,1,NA,"2/2/18","2/2/18",12:35:00,13:00:00,"0:28","2/5/18",19:20:00,"2/5/18","2/9/18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"2/23/18",18960.33,1,1,5,NA,NA,NA,0,NA,NA,NA,"mass 5 taken in pm",NA,0,28,33,33,33,36,36,40,0,NA,54,NA,"0",12.5333333333333,12.5833333333333,13,0.466666666666667,19.3333333333333,78.75,3.28125,5,3,8,4,12,NA,26,NA,NA,NA,"mongo",26,NA,18960.33,26
210,42,1,"3","25.10_para_42.1_210","para",25,10,NA,"2/9/18","2/14/18",09:34:00,3,NA,"2/14/18","2/14/18",09:38:00,13:00:00,"3:26","2/14/18",19:20:00,"2/18/18",NA,"2/27/18",4,0,1502.64,8,8,0,"3/5/18",8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,40,45,45,45,45,49,NA,58,64,0,NA,"0",9.56666666666667,9.63333333333333,13,3.43333333333333,19.3333333333333,9.7,0.404166666666667,5,4,9,NA,NA,18,NA,13,19,6,"em",18,NA,60.84,5
210,42,1,"4","25.10_para_42.1_210","para",25,10,NA,"2/9/18","2/14/18",09:34:00,3,NA,"2/14/18","2/14/18",09:38:00,13:00:00,"3:26","2/14/18",19:20:00,"2/18/18",NA,"2/27/18",4,0,1502.64,8,8,0,"3/5/18",8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,40,45,45,45,45,49,NA,58,64,0,NA,"0",9.56666666666667,9.63333333333333,13,3.43333333333333,19.3333333333333,9.7,0.404166666666667,5,4,9,NA,NA,18,NA,13,19,6,"em",18,NA,441.02,9
210,42,1,"5","25.10_para_42.1_210","para",25,10,NA,"2/9/18","2/14/18",09:34:00,3,NA,"2/14/18","2/14/18",09:38:00,13:00:00,"3:26","2/14/18",19:20:00,"2/18/18",NA,"2/27/18",4,0,1502.64,8,8,0,"3/5/18",8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,40,45,45,45,45,49,NA,58,64,0,NA,"0",9.56666666666667,9.63333333333333,13,3.43333333333333,19.3333333333333,9.7,0.404166666666667,5,4,9,NA,NA,18,NA,13,19,6,"em",18,NA,NA,NA
210,42,1,"end.all","25.10_para_42.1_210","para",25,10,NA,"2/9/18","2/14/18",09:34:00,3,NA,"2/14/18","2/14/18",09:38:00,13:00:00,"3:26","2/14/18",19:20:00,"2/18/18",NA,"2/27/18",4,0,1502.64,8,8,0,"3/5/18",8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,40,45,45,45,45,49,NA,58,64,0,NA,"0",9.56666666666667,9.63333333333333,13,3.43333333333333,19.3333333333333,9.7,0.404166666666667,5,4,9,NA,NA,18,NA,13,19,6,"em",18,NA,1502.64,18
212,42,3,"3","25.10_para_42.3_212","para",25,10,NA,"2/9/18","2/14/18",09:36:00,1,NA,"2/14/18","2/14/18",09:38:00,13:00:00,"3:24","2/16/18",19:12:00,"2/18/18","2/22/18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/8/17",11855.91,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 5 taken in pm",NA,0,40,45,45,45,47,49,53,0,NA,67,NA,"0",9.6,9.63333333333333,13,3.4,19.2,57.5666666666667,2.39861111111111,5,4,9,4,13,NA,27,NA,NA,NA,"mongo",27,NA,53.6,5
212,42,3,"4","25.10_para_42.3_212","para",25,10,NA,"2/9/18","2/14/18",09:36:00,1,NA,"2/14/18","2/14/18",09:38:00,13:00:00,"3:24","2/16/18",19:12:00,"2/18/18","2/22/18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,"3/8/17",11855.91,1,0,5,NA,NA,NA,0,NA,NA,NA,"mass 5 taken in pm",NA,0,40,45,45,45,47,49,53,0,NA,67,NA,"0",9.6,9.63333333333333,13,3.4,19.2,57.5666666666667,2.39861111111111,5,4,9,4,13,NA,27,NA,NA,NA,"mongo",27,NA,204.36,9
