"bug.id","temp.avg","temp.var","treatment","mass.3","mass.4","mass.5","mass.wand","mass.48em","num.ovp","suc.ovp","instar.em","bled.em","num.em","num.coc","num.fail.spin","num.ecl","num.unem","load","date.laid.j","date.hatch.j","date.died.j","date.3.j","date.4.j","date.5.j","date.wand.j","date.ovp.j","date.em.j","date.ecl.j","waspdev.tot","waspdev.int","stsp.llsurv","stsp.pupsurv","tot.elsurv","tot.llsurv","tot.surv","timeto3","timeto4","timeto5","int3","ttwand","ttem","date.coll.j","coll.loc","pop","diet","end","int5","use","int4","ttend","mass.end"
"25.10_p_17","25","10","para",45.04,247.87,972.23,NA,2121.96,1,1,5,0,49,28,21,7,12,61,NA,152,NA,158,163,167,NA,158,173,179,21,15,0.571428571428571,0.25,0.80327868852459,0.459016393442623,0.114754098360656,6,11,15,5,NA,21,NA,NA,"lab","col",173,6,1,4,21,2121.96
"25.10_p_18","25","10","para",56.96,282.08,1284.03,NA,2142.65,1,1,5,1,19,13,6,10,5,24,NA,152,NA,158,163,168,NA,158,173,179,21,15,0.684210526315789,0.769230769230769,0.791666666666667,0.541666666666667,0.416666666666667,6,11,16,5,NA,21,NA,NA,"lab","col",173,5,1,5,21,2142.65
"25.10_p_21","25","10","para",55.67,295.35,1132.97,NA,3266.57,2,1,5,0,75,67,8,38,40,115,NA,152,NA,158,162,166,NA,158,172,179,21,14,0.893333333333333,0.567164179104478,0.652173913043478,0.582608695652174,0.330434782608696,6,10,14,4,NA,20,NA,NA,"lab","col",172,6,1,4,20,3266.57
"25.10_p_22","25","10","para",41.47,196.47,1203.15,NA,3008.75,1,1,5,0,58,47,11,19,36,94,NA,153,NA,158,163,167,NA,158,173,180,22,15,0.810344827586207,0.404255319148936,0.617021276595745,0.5,0.202127659574468,5,10,14,5,NA,20,NA,NA,"lab","col",173,6,1,4,20,3008.75
"25.10_p_23","25","10","para",53.38,373.17,1416.86,NA,3687.65,1,1,5,0,70,23,47,15,50,120,NA,154,NA,159,164,168,NA,159,174,180,21,15,0.328571428571429,0.652173913043478,0.583333333333333,0.191666666666667,0.125,5,10,14,5,NA,20,NA,NA,"lab","col",174,6,1,4,20,3687.65
"25.10_p_24","25","10","para",48.97,313.97,1423.22,NA,2966.76,1,1,5,0,40,24,16,21,2,42,NA,154,NA,159,164,168,NA,159,173,179,20,14,0.6,0.875,0.952380952380952,0.571428571428571,0.5,5,10,14,5,NA,19,NA,NA,"lab","col",173,5,1,4,19,2966.76
"25.10_p_25","25","10","para",47.65,301.63,1000.73,NA,2046.62,1,1,5,0,15,9,6,5,4,19,NA,154,NA,159,163,167,NA,159,173,179,20,14,0.6,0.555555555555556,0.789473684210526,0.473684210526316,0.263157894736842,5,9,13,4,NA,19,NA,NA,"lab","col",173,6,1,4,19,2046.62
"25.10_p_27","25","10","para",43.34,223.34,1040.85,NA,2437.56,1,1,5,0,67,51,16,33,22,89,NA,154,NA,159,165,169,NA,159,174,180,21,15,0.761194029850746,0.647058823529412,0.752808988764045,0.573033707865168,0.370786516853933,5,11,15,6,NA,20,NA,NA,"lab","col",174,5,1,4,20,2437.56
"25.10_p_28","25","10","para",78.39,187.54,756.64,NA,2135.48,1,1,5,0,109,100,9,68,9,118,NA,154,NA,159,163,168,NA,159,174,181,22,15,0.917431192660551,0.68,0.923728813559322,0.847457627118644,0.576271186440678,5,9,14,4,NA,20,NA,NA,"lab","col",174,6,1,5,20,2135.48
"25.10_p_29","25","10","para",64.79,256.57,1248.93,NA,3377.17,1,1,5,0,60,54,6,49,17,77,NA,154,NA,159,164,168,NA,159,173,179,20,14,0.9,0.907407407407407,0.779220779220779,0.701298701298701,0.636363636363636,5,10,14,5,NA,19,NA,NA,"lab","col",173,5,1,4,19,3377.17
"25.10_p_30","25","10","para",67.16,258.46,1841.96,NA,4786.24,1,1,5,0,162,159,3,126,34,196,NA,154,NA,159,163,167,NA,159,172,179,20,13,0.981481481481482,0.792452830188679,0.826530612244898,0.811224489795918,0.642857142857143,5,9,13,4,NA,18,NA,NA,"lab","col",172,5,1,4,18,4786.24
"25.10_p_32","25","10","para",61.72,203.14,724.31,NA,1941.16,1,1,5,0,27,26,1,23,5,32,NA,153,NA,160,165,169,NA,160,174,180,20,14,0.962962962962963,0.884615384615385,0.84375,0.8125,0.71875,7,12,16,5,NA,21,NA,NA,"lab","col",174,5,1,4,21,1941.16
"25.10_p_35","25","10","para",45.97,183.66,869.51,NA,1943.79,1,1,5,0,42,25,17,20,2,44,NA,154,NA,161,166,170,NA,161,175,181,20,14,0.595238095238095,0.8,0.954545454545455,0.568181818181818,0.454545454545455,7,12,16,5,NA,21,NA,NA,"lab","col",175,5,1,4,21,1943.79
"25.10_p_37","25","10","para",49.16,280.78,1638.68,NA,3788.21,1,1,5,0,115,98,17,81,8,123,NA,158,NA,163,168,172,NA,163,177,184,21,14,0.852173913043478,0.826530612244898,0.934959349593496,0.796747967479675,0.658536585365854,5,10,14,5,NA,19,NA,NA,"lab","col",177,5,1,4,19,3788.21
"25.10_p_38","25","10","para",40.02,336.56,1546.36,NA,3394.36,1,1,5,0,140,137,3,128,20,160,NA,159,NA,164,169,173,NA,164,178,184,20,14,0.978571428571429,0.934306569343066,0.875,0.85625,0.8,5,10,14,5,NA,19,NA,NA,"lab","col",178,5,1,4,19,3394.36
"25.10_p_39","25","10","para",72.81,258.19,1295.25,NA,2968.45,1,1,5,0,102,98,4,80,14,116,NA,159,NA,164,169,173,NA,164,178,184,20,14,0.96078431372549,0.816326530612245,0.879310344827586,0.844827586206897,0.689655172413793,5,10,14,5,NA,19,NA,NA,"lab","col",178,5,1,4,19,2968.45
"25.10_p_40","25","10","para",55.94,343.77,1302.4,NA,2569.98,1,1,5,0,40,39,1,34,3,43,NA,158,NA,164,169,173,NA,164,178,184,20,14,0.975,0.871794871794872,0.930232558139535,0.906976744186046,0.790697674418605,6,11,15,5,NA,20,NA,NA,"lab","col",178,5,1,4,20,2569.98
"25.10_p_41","25","10","para",49.29,210.88,984.7,NA,2313.28,1,1,5,0,63,62,1,55,7,70,NA,158,NA,164,169,173,NA,164,178,184,20,14,0.984126984126984,0.887096774193548,0.9,0.885714285714286,0.785714285714286,6,11,15,5,NA,20,NA,NA,"lab","col",178,5,1,4,20,2313.28
"25.10_p_43","25","10","para",52.03,226.8,889.29,NA,1640.78,1,1,5,0,21,14,7,11,4,25,NA,158,NA,164,169,173,NA,164,178,184,20,14,0.666666666666667,0.785714285714286,0.84,0.56,0.44,6,11,15,5,NA,20,NA,NA,"lab","col",178,5,1,4,20,1640.78
"25.10_p_44","25","10","para",57.64,402.62,1882.9,NA,4455.05,1,1,5,0,145,142,3,118,18,163,NA,158,NA,164,169,173,NA,164,178,184,20,14,0.979310344827586,0.830985915492958,0.889570552147239,0.871165644171779,0.723926380368098,6,11,15,5,NA,20,NA,NA,"lab","col",178,5,1,4,20,4455.05
"25.10_p_45","25","10","para",57.24,391.12,1609.23,NA,3594.98,1,1,5,0,61,53,8,41,20,81,NA,158,NA,164,169,173,NA,164,178,183,19,14,0.868852459016393,0.773584905660377,0.753086419753086,0.654320987654321,0.506172839506173,6,11,15,5,NA,20,NA,NA,"lab","col",178,5,1,4,20,3594.98
"25.10_p_46","25","10","para",84.85,152.31,359.98,NA,1186.42,1,1,5,0,24,24,0,15,6,30,NA,158,NA,164,168,174,NA,164,180,186,22,16,1,0.625,0.8,0.8,0.5,6,10,16,4,NA,22,NA,NA,"lab","col",180,6,1,6,22,1186.42
"25.10_p_47","25","10","para",54.89,144.02,1114.92,NA,3102.8,1,1,5,0,153,137,16,113,21,174,NA,158,NA,164,169,174,NA,164,180,186,22,16,0.895424836601307,0.824817518248175,0.879310344827586,0.78735632183908,0.649425287356322,6,11,16,5,NA,22,NA,NA,"lab","col",180,6,1,5,22,3102.8
"25.10_p_48","25","10","para",49.24,116.84,740.74,NA,1985.93,1,1,5,0,68,59,9,46,6,74,NA,158,NA,164,170,174,NA,164,179,185,21,15,0.867647058823529,0.779661016949153,0.918918918918919,0.797297297297297,0.621621621621622,6,12,16,6,NA,21,NA,NA,"lab","col",179,5,1,4,21,1985.93
"25.10_p_49","25","10","para",49.24,355.56,1642.36,NA,4579.16,1,1,5,0,142,120,22,85,29,171,NA,158,NA,164,169,173,NA,164,179,185,21,15,0.845070422535211,0.708333333333333,0.830409356725146,0.701754385964912,0.497076023391813,6,11,15,5,NA,21,NA,NA,"lab","col",179,6,1,4,21,4579.16
"30.0_p_2","30","0","para",37.66,129.17,636.18,NA,1884.9,2,1,5,0,5,5,0,3,128,133,NA,204,NA,207,211,215,NA,207,221,226,19,14,1,0.6,0.037593984962406,0.037593984962406,0.0225563909774436,3,7,11,4,NA,17,NA,NA,"lab","tob",221,6,1,4,17,1884.9
"30.0_p_3","30","0","para",35.45,184.89,NA,NA,2148.08,1,1,5,0,66,45,21,39,56,122,NA,204,NA,207,211,NA,NA,207,219,224,17,12,0.681818181818182,0.866666666666667,0.540983606557377,0.368852459016393,0.319672131147541,3,7,NA,4,NA,15,NA,NA,"lab","tob",219,NA,1,NA,15,2148.08
"30.0_p_5","30","0","para",47.89,283.57,883.87,NA,2363.42,1,1,5,0,14,8,6,5,71,85,NA,204,NA,207,211,214,NA,207,218,222,15,11,0.571428571428571,0.625,0.164705882352941,0.0941176470588235,0.0588235294117647,3,7,10,4,NA,14,NA,NA,"lab","tob",218,4,1,3,14,2363.42
"30.0_p_6","30","0","para",31.32,143.54,561.84,NA,1909.47,2,1,5,0,2,0,2,0,165,167,NA,204,NA,207,211,215,NA,207,221,NA,NA,14,0,0,0.0119760479041916,0,0,3,7,11,4,NA,17,NA,NA,"lab","tob",221,6,1,4,17,1909.47
"30.0_p_7","30","0","para",36.52,129.89,772.35,NA,2306.05,1,1,5,0,61,40,21,35,81,142,NA,204,NA,207,211,215,NA,207,219,224,17,12,0.655737704918033,0.875,0.429577464788732,0.28169014084507,0.246478873239437,3,7,11,4,NA,15,NA,NA,"lab","tob",219,4,1,4,15,2306.05
"30.0_p_8","30","0","para",39.9,237.89,804.86,NA,2801.51,1,1,5,0,15,11,4,9,127,142,NA,204,NA,207,211,214,NA,207,219,223,16,12,0.733333333333333,0.818181818181818,0.105633802816901,0.0774647887323944,0.0633802816901408,3,7,10,4,NA,15,NA,NA,"lab","tob",219,5,1,3,15,2801.51
"30.0_p_9","30","0","para",48.08,297.4,823.78,NA,2425.05,1,1,5,0,16,13,3,13,99,115,NA,204,NA,207,211,214,NA,207,218,223,16,11,0.8125,1,0.139130434782609,0.11304347826087,0.11304347826087,3,7,10,4,NA,14,NA,NA,"lab","tob",218,4,1,3,14,2425.05
"30.0_p_11","30","0","para",29.02,185.9,479.23,NA,1013.35,1,1,5,1,28,17,11,16,31,59,NA,204,NA,207,211,214,NA,207,218,223,16,11,0.607142857142857,0.941176470588235,0.474576271186441,0.288135593220339,0.271186440677966,3,7,10,4,NA,14,NA,NA,"lab","tob",218,4,1,3,14,1013.35
"30.0_p_12","30","0","para",31.07,248.68,463.77,NA,1336.83,1,1,5,1,12,3,9,2,73,85,NA,204,NA,207,211,214,NA,207,218,222,15,11,0.25,0.666666666666667,0.141176470588235,0.0352941176470588,0.0235294117647059,3,7,10,4,NA,14,NA,NA,"lab","tob",218,4,1,3,14,1336.83
"30.0_p_14","30","0","para",26.95,98.02,726.82,NA,2226.88,1,1,5,0,12,2,10,2,134,146,NA,204,NA,207,211,215,NA,207,220,224,17,13,0.166666666666667,1,0.0821917808219178,0.0136986301369863,0.0136986301369863,3,7,11,4,NA,16,NA,NA,"lab","tob",220,5,1,4,16,2226.88
"30.0_p_16","30","0","para",30.21,148.72,718.44,NA,2357.84,1,1,5,0,22,5,17,4,108,130,NA,204,NA,208,211,215,NA,208,220,224,16,12,0.227272727272727,0.8,0.169230769230769,0.0384615384615385,0.0307692307692308,4,7,11,3,NA,16,NA,NA,"lab","tob",220,5,1,4,16,2357.84
"30.0_p_17","30","0","para",61.38,199.13,1230.79,NA,2130.58,1,1,5,0,24,20,4,17,25,49,NA,204,NA,208,211,215,NA,208,219,223,15,11,0.833333333333333,0.85,0.489795918367347,0.408163265306122,0.346938775510204,4,7,11,3,NA,15,NA,NA,"lab","tob",219,4,1,4,15,2130.58
"30.0_p_18","30","0","para",59.41,360.66,724.83,NA,2491.55,1,1,5,0,4,0,4,0,80,84,NA,204,NA,208,211,214,NA,208,218,NA,NA,10,0,0,0.0476190476190476,0,0,4,7,10,3,NA,14,NA,NA,"lab","tob",218,4,1,3,14,2491.55
"30.0_p_20","30","0","para",54.08,89.57,219.21,NA,744.91,1,1,5,0,5,3,2,3,64,69,NA,204,NA,208,211,216,NA,208,222,226,18,14,0.6,1,0.072463768115942,0.0434782608695652,0.0434782608695652,4,7,12,3,NA,18,NA,NA,"lab","tob",222,6,1,5,18,744.91
"30.0_p_23","30","0","para",55.71,296.93,1085.64,NA,3483.03,2,1,5,0,4,2,2,2,176,180,NA,204,NA,208,211,214,NA,208,219,223,15,11,0.5,1,0.0222222222222222,0.0111111111111111,0.0111111111111111,4,7,10,3,NA,15,NA,NA,"lab","tob",219,5,1,3,15,3483.03
"30.0_p_24","30","0","para",56.48,154.82,1932.52,NA,5382.58,2,1,5,0,44,35,9,31,219,263,NA,204,NA,208,210,214,NA,208,218,223,15,10,0.795454545454545,0.885714285714286,0.167300380228137,0.133079847908745,0.11787072243346,4,6,10,2,NA,14,NA,NA,"lab","tob",218,4,1,4,14,5382.58
"30.0_p_25","30","0","para",53.53,515.93,899.75,NA,2685.98,1,1,5,0,46,23,23,19,111,157,NA,204,NA,208,211,214,NA,208,219,223,15,11,0.5,0.826086956521739,0.292993630573248,0.146496815286624,0.121019108280255,4,7,10,3,NA,15,NA,NA,"lab","tob",219,5,1,3,15,2685.98
"30.0_p_26","30","0","para",77.44,238.97,1711.02,NA,3548.51,1,1,5,0,8,3,5,3,77,85,NA,204,NA,208,210,214,NA,208,218,222,14,10,0.375,1,0.0941176470588235,0.0352941176470588,0.0352941176470588,4,6,10,2,NA,14,NA,NA,"lab","tob",218,4,1,4,14,3548.51
"30.0_p_27","30","0","para",41.92,400.81,1280.45,NA,3506.62,1,1,5,0,0,0,0,0,112,112,NA,204,NA,208,211,214,NA,208,218,NA,NA,10,0,0,0,0,0,4,7,10,3,NA,14,NA,NA,"lab","tob",218,4,1,3,14,3506.62
"30.0_p_29","30","0","para",31.15,106.05,NA,NA,366.41,1,1,4,1,10,8,2,8,14,24,NA,211,NA,214,219,NA,NA,214,225,229,15,11,0.8,1,0.416666666666667,0.333333333333333,0.333333333333333,3,8,NA,5,NA,14,NA,NA,"lab","tob",225,NA,1,6,14,366.41
"30.0_p_30","30","0","para",49.13,320.28,864.64,NA,2181.22,1,1,5,0,3,0,3,0,105,108,NA,211,NA,214,218,221,NA,214,226,NA,NA,12,0,0,0.0277777777777778,0,0,3,7,10,4,NA,15,NA,NA,"lab","tob",226,5,1,3,15,2181.22
"30.0_p_31","30","0","para",34.96,129.68,1062.89,NA,3418.07,1,1,5,0,23,10,13,6,102,125,NA,211,NA,214,217,221,NA,214,226,230,16,12,0.434782608695652,0.6,0.184,0.08,0.048,3,6,10,3,NA,15,NA,NA,"lab","tob",226,5,1,4,15,3418.07
"30.0_p_32","30","0","para",34.68,122.71,831.96,NA,2750.18,1,1,5,0,26,10,16,7,117,143,NA,211,NA,214,217,221,NA,214,225,230,16,11,0.384615384615385,0.7,0.181818181818182,0.0699300699300699,0.048951048951049,3,6,10,3,NA,14,NA,NA,"lab","tob",225,4,1,4,14,2750.18
"30.0_p_34","30","0","para",49.32,180.75,1099.87,NA,2976.59,1,1,5,0,5,2,3,2,65,70,NA,211,NA,214,217,221,NA,214,226,230,16,12,0.4,1,0.0714285714285714,0.0285714285714286,0.0285714285714286,3,6,10,3,NA,15,NA,NA,"lab","tob",226,5,1,4,15,2976.59
"30.0_p_36","30","0","para",47.4,218.2,1352.42,NA,3228.58,1,1,5,0,12,2,10,1,63,75,NA,211,NA,214,218,222,NA,214,226,232,18,12,0.166666666666667,0.5,0.16,0.0266666666666667,0.0133333333333333,3,7,11,4,NA,15,NA,NA,"lab","tob",226,4,1,4,15,3228.58
"30.0_p_39","30","0","para",48.74,119.29,761.52,NA,2304.51,1,1,5,0,0,0,0,0,56,56,NA,211,NA,214,217,221,NA,214,226,NA,NA,12,0,0,0,0,0,3,6,10,3,NA,15,NA,NA,"lab","tob",226,5,1,4,15,2304.51
"30.0_p_42","30","0","para",61.14,389.93,1541.36,NA,3892.01,1,1,5,0,27,15,12,11,101,128,NA,211,NA,215,218,221,NA,215,225,230,15,10,0.555555555555556,0.733333333333333,0.2109375,0.1171875,0.0859375,4,7,10,3,NA,14,NA,NA,"lab","tob",225,4,1,3,14,3892.01
"30.0_p_43","30","0","para",36.53,260.65,785.41,NA,2082.88,1,1,5,0,18,12,6,10,0,18,NA,211,NA,215,218,221,NA,215,225,229,14,10,0.666666666666667,0.833333333333333,1,0.666666666666667,0.555555555555556,4,7,10,3,NA,14,NA,NA,"lab","tob",225,4,1,3,14,2082.88
"30.0_p_45","30","0","para",63.48,278.57,686.77,NA,3128.09,1,1,5,0,4,3,1,1,148,152,NA,211,NA,215,219,223,NA,215,228,233,18,13,0.75,0.333333333333333,0.0263157894736842,0.0197368421052632,0.00657894736842105,4,8,12,4,NA,17,NA,NA,"lab","tob",228,5,1,4,17,3128.09
"30.0_p_48","30","0","para",56.41,157.24,787.92,NA,2527.06,1,1,5,0,36,23,13,21,69,105,NA,214,NA,217,221,225,NA,217,229,233,16,12,0.638888888888889,0.91304347826087,0.342857142857143,0.219047619047619,0.2,3,7,11,4,NA,15,NA,NA,"lab","tob",229,4,1,4,15,2527.06
"30.0_p_49","30","0","para",38.92,181.55,1113.91,NA,3282.21,1,1,5,0,1,1,0,1,120,121,NA,214,NA,217,220,224,NA,217,228,232,15,11,1,1,0.00826446280991736,0.00826446280991736,0.00826446280991736,3,6,10,3,NA,14,NA,NA,"lab","tob",228,4,1,4,14,3282.21
"30.0_p_50","30","0","para",39.97,161.53,700.12,NA,2370.24,1,1,5,0,1,0,1,0,101,102,NA,214,NA,217,220,225,NA,217,230,NA,NA,13,0,0,0.00980392156862745,0,0,3,6,11,3,NA,16,NA,NA,"lab","tob",230,5,1,5,16,2370.24
"30.0_p_51","30","0","para",36.23,206.07,957.33,NA,NA,1,1,5,1,30,25,5,19,58,88,NA,214,NA,217,220,224,NA,217,229,232,15,12,0.833333333333333,0.76,0.340909090909091,0.284090909090909,0.215909090909091,3,6,10,3,NA,15,NA,NA,"lab","tob",229,5,1,4,15,NA
"30.0_p_53","30","0","para",55.66,412.55,1451.91,NA,3859.46,1,1,5,0,22,16,6,13,114,136,NA,214,NA,217,221,224,NA,217,228,232,15,11,0.727272727272727,0.8125,0.161764705882353,0.117647058823529,0.0955882352941176,3,7,10,4,NA,14,NA,NA,"lab","tob",228,4,1,3,14,3859.46
"30.0_p_54","30","0","para",64.26,281.52,723.52,NA,2403.68,1,1,5,0,24,21,3,19,103,127,NA,214,NA,217,221,224,NA,217,228,232,15,11,0.875,0.904761904761905,0.188976377952756,0.165354330708661,0.149606299212598,3,7,10,4,NA,14,NA,NA,"lab","tob",228,4,1,3,14,2403.68
"30.0_p_56","30","0","para",40.9,382.46,617.83,NA,1504.47,1,1,5,0,3,1,2,0,36,39,NA,223,NA,227,230,232,NA,227,238,NA,NA,11,0.333333333333333,0,0.0769230769230769,0.0256410256410256,0,4,7,9,3,NA,15,222,"rm","field","tob",238,6,1,2,15,1504.47
"30.0_p_57","30","0","para",82.62,369.88,787.03,NA,1336,1,1,5,0,6,4,2,2,122,128,NA,223,NA,227,230,233,NA,227,239,243,16,12,0.666666666666667,0.5,0.046875,0.03125,0.015625,4,7,10,3,NA,16,222,"rm","field","tob",239,6,1,3,16,1336
"30.0_p_64","30","0","para",89.18,219.04,550.93,NA,3013.12,1,1,5,0,3,2,1,1,154,157,NA,224,NA,228,230,232,NA,228,242,246,18,14,0.666666666666667,0.5,0.0191082802547771,0.0127388535031847,0.00636942675159236,4,6,8,2,NA,18,222,"rm","field","tob",242,10,1,2,18,3013.12
"30.0_p_81","30","0","para",40.88,174.47,424.42,NA,1032.54,1,1,5,1,4,2,2,2,96,100,NA,226,NA,229,232,235,NA,229,235,246,17,6,0.5,1,0.04,0.02,0.02,3,6,9,3,NA,9,222,"rm","field","tob",235,0,1,3,9,1032.54
"30.5_p_1","30","5","para",40.34,131.51,496.94,NA,2047.36,1,1,5,0,3,2,1,0,122,125,NA,204,NA,207,211,214,NA,207,219,NA,NA,12,0.666666666666667,0,0.024,0.016,0,3,7,10,4,NA,15,NA,NA,"lab","tob",219,5,1,3,15,2047.36
"30.5_p_3","30","5","para",34.33,140.54,606.01,NA,1884.61,1,1,5,0,6,3,3,2,125,131,NA,204,NA,207,210,214,NA,207,220,225,18,13,0.5,0.666666666666667,0.0458015267175573,0.0229007633587786,0.0152671755725191,3,6,10,3,NA,16,NA,NA,"lab","tob",220,6,1,4,16,1884.61
"30.5_p_12","30","5","para",28.95,114.34,886.14,NA,2071.46,1,1,5,0,42,37,5,31,39,81,NA,204,NA,207,211,215,NA,207,219,NA,NA,12,0.880952380952381,0.837837837837838,0.518518518518518,0.45679012345679,0.382716049382716,3,7,11,4,NA,15,NA,NA,"lab","tob",219,4,1,4,15,2071.46
"30.5_p_13","30","5","para",42.75,84.29,345.89,NA,1732.77,1,1,5,0,2,0,2,0,127,129,NA,204,NA,207,211,217,NA,207,224,NA,NA,17,0,0,0.0155038759689922,0,0,3,7,13,4,NA,20,NA,NA,"lab","tob",224,7,1,6,20,1732.77
"30.5_p_14","30","5","para",55.51,136.17,405.45,NA,525.37,1,1,5,1,6,6,0,1,41,47,NA,204,NA,208,213,217,NA,208,224,229,21,16,1,0.166666666666667,0.127659574468085,0.127659574468085,0.0212765957446809,4,9,13,5,NA,20,NA,NA,"lab","tob",224,7,1,4,20,525.37
"30.5_p_17","30","5","para",57.97,439.53,NA,NA,4669.79,1,1,5,0,28,23,5,18,162,190,NA,204,NA,208,211,NA,NA,208,219,223,15,11,0.821428571428571,0.782608695652174,0.147368421052632,0.121052631578947,0.0947368421052632,4,7,NA,3,NA,15,NA,NA,"lab","tob",219,NA,1,NA,15,4669.79
"30.5_p_18","30","5","para",55.18,129.21,440.87,NA,1601.6,1,1,5,0,26,24,2,18,88,114,NA,204,NA,208,211,217,NA,208,223,228,20,15,0.923076923076923,0.75,0.228070175438596,0.210526315789474,0.157894736842105,4,7,13,3,NA,19,NA,NA,"lab","tob",223,6,1,6,19,1601.6
"30.5_p_19","30","5","para",63.72,154.87,658.54,NA,2442.5,1,1,5,0,22,16,6,14,89,111,NA,204,NA,208,211,215,NA,208,220,225,17,12,0.727272727272727,0.875,0.198198198198198,0.144144144144144,0.126126126126126,4,7,11,3,NA,16,NA,NA,"lab","tob",220,5,1,4,16,2442.5
"30.5_p_20","30","5","para",46.16,159.96,1276.07,NA,2965.84,1,1,5,0,14,6,8,5,91,105,NA,204,NA,208,211,215,NA,208,219,224,16,11,0.428571428571429,0.833333333333333,0.133333333333333,0.0571428571428571,0.0476190476190476,4,7,11,3,NA,15,NA,NA,"lab","tob",219,4,1,4,15,2965.84
"30.5_p_21","30","5","para",58.95,179.92,892.66,NA,2309.85,1,1,5,0,7,2,5,2,59,66,NA,204,NA,208,211,215,NA,208,220,224,16,12,0.285714285714286,1,0.106060606060606,0.0303030303030303,0.0303030303030303,4,7,11,3,NA,16,NA,NA,"lab","tob",220,5,1,4,16,2309.85
"30.5_p_22","30","5","para",64.21,555.49,1847.79,NA,4590.7,2,1,5,1,1,0,1,0,268,269,NA,204,NA,208,211,214,NA,208,220,NA,NA,12,0,0,0.00371747211895911,0,0,4,7,10,3,NA,16,NA,NA,"lab","tob",220,6,1,3,16,4590.7
"30.5_p_23","30","5","para",86.55,706.64,1943.55,NA,5306.68,1,1,5,0,2,1,1,1,121,123,NA,204,NA,208,211,215,NA,208,219,250,42,11,0.5,1,0.016260162601626,0.00813008130081301,0.00813008130081301,4,7,11,3,NA,15,NA,NA,"lab","tob",219,4,1,4,15,5306.68
"30.5_p_24","30","5","para",58.71,230.51,1263.16,NA,4647.62,2,1,5,0,5,4,1,2,224,229,NA,204,NA,208,210,214,NA,208,220,225,17,12,0.8,0.5,0.0218340611353712,0.0174672489082969,0.00873362445414847,4,6,10,2,NA,16,NA,NA,"lab","tob",220,6,1,4,16,4647.62
"30.5_p_25","30","5","para",86.54,170.33,1025.45,NA,1733.1,1,1,5,0,16,10,6,9,18,34,NA,204,NA,208,210,214,NA,208,219,224,16,11,0.625,0.9,0.470588235294118,0.294117647058824,0.264705882352941,4,6,10,2,NA,15,NA,NA,"lab","tob",219,5,1,4,15,1733.1
"30.5_p_26","30","5","para",46.47,318.46,NA,NA,NA,1,1,4,1,37,20,17,17,58,95,NA,204,NA,208,214,NA,NA,208,220,224,16,12,0.540540540540541,0.85,0.389473684210526,0.210526315789474,0.178947368421053,4,10,NA,6,NA,16,NA,NA,"lab","tob",220,NA,1,6,16,NA
"30.5_p_27","30","5","para",70.11,316.54,1016.85,NA,3086.61,1,1,5,0,15,10,5,8,85,100,NA,204,NA,208,211,214,NA,208,220,224,16,12,0.666666666666667,0.8,0.15,0.1,0.08,4,7,10,3,NA,16,NA,NA,"lab","tob",220,6,1,3,16,3086.61
"30.5_p_28","30","5","para",26.46,144.71,820.09,NA,4023.52,1,1,5,1,14,6,8,5,259,273,NA,205,NA,208,211,214,NA,208,220,224,16,12,0.428571428571429,0.833333333333333,0.0512820512820513,0.021978021978022,0.0183150183150183,3,6,9,3,NA,15,NA,NA,"lab","tob",220,6,1,3,15,4023.52
"30.5_p_31","30","5","para",33.83,82.16,285.35,NA,1788.56,1,1,5,0,5,3,2,3,122,127,NA,211,NA,214,218,223,NA,214,231,235,21,17,0.6,1,0.0393700787401575,0.0236220472440945,0.0236220472440945,3,7,12,4,NA,20,NA,NA,"lab","tob",231,8,1,5,20,1788.56
"30.5_p_32","30","5","para",33.08,98.67,683.73,NA,1984.2,1,1,5,0,30,21,9,11,57,87,NA,211,NA,214,220,225,NA,214,230,234,20,16,0.7,0.523809523809524,0.344827586206897,0.241379310344828,0.126436781609195,3,9,14,6,NA,19,NA,NA,"lab","tob",230,5,1,5,19,1984.2
"30.5_p_34","30","5","para",44.34,144.11,469.28,NA,2872.25,1,1,5,0,26,18,8,9,145,171,NA,211,NA,214,217,221,NA,214,227,232,18,13,0.692307692307692,0.5,0.152046783625731,0.105263157894737,0.0526315789473684,3,6,10,3,NA,16,NA,NA,"lab","tob",227,6,1,4,16,2872.25
"30.5_p_37","30","5","para",38.95,112.46,561.19,NA,1885.82,1,1,5,1,18,11,7,6,52,70,NA,211,NA,214,217,222,NA,214,227,232,18,13,0.611111111111111,0.545454545454545,0.257142857142857,0.157142857142857,0.0857142857142857,3,6,11,3,NA,16,NA,NA,"lab","tob",227,5,1,5,16,1885.82
"30.5_p_39","30","5","para",33.2,136.65,456.44,NA,2086.25,1,1,5,0,34,28,6,12,96,130,NA,211,NA,214,218,222,NA,214,228,233,19,14,0.823529411764706,0.428571428571429,0.261538461538462,0.215384615384615,0.0923076923076923,3,7,11,4,NA,17,NA,NA,"lab","tob",228,6,1,4,17,2086.25
"30.5_p_41","30","5","para",60.19,166.77,1219.58,NA,3822.02,1,1,5,0,36,30,6,6,110,146,NA,211,NA,215,217,221,NA,215,226,230,15,11,0.833333333333333,0.2,0.246575342465753,0.205479452054795,0.0410958904109589,4,6,10,2,NA,15,NA,NA,"lab","tob",226,5,1,4,15,3822.02
