"bug.id","temp.avg","temp.var","treatment","mass.3","mass.4","mass.5","mass.wand","mass.48em","num.ovp","suc.ovp","instar.em","bled.em","num.em","num.coc","num.fail.spin","num.ecl","num.unem","load","date.laid.j","date.hatch.j","date.died.j","date.3.j","date.4.j","date.5.j","date.wand.j","date.ovp.j","date.em.j","date.ecl.j","waspdev.tot","waspdev.int","stsp.llsurv","stsp.pupsurv","tot.elsurv","tot.llsurv","tot.surv","timeto3","timeto4","timeto5","int3","ttwand","ttem","date.coll.j","coll.loc","pop","diet","end","int5","use","int4","ttend","mass.end"
"30.5_p_43","30","5","para",69.86,338.08,813.72,NA,2032.03,1,1,5,0,23,19,4,5,23,46,NA,211,NA,215,218,221,NA,215,226,231,16,11,0.826086956521739,0.263157894736842,0.5,0.41304347826087,0.108695652173913,4,7,10,3,NA,15,NA,NA,"lab","tob",226,5,1,3,15,2032.03
"30.5_p_45","30","5","para",97.01,162.77,743.81,NA,1683.38,1,1,5,0,23,19,4,8,24,47,NA,211,NA,215,217,222,NA,215,227,232,17,12,0.826086956521739,0.421052631578947,0.48936170212766,0.404255319148936,0.170212765957447,4,6,11,2,NA,16,NA,NA,"lab","tob",227,5,1,5,16,1683.38
"30.5_p_47","30","5","para",76.63,151.2,565.19,NA,1271.81,1,1,5,0,5,5,0,0,29,34,NA,211,NA,215,219,223,NA,215,229,NA,NA,14,1,0,0.147058823529412,0.147058823529412,0,4,8,12,4,NA,18,NA,NA,"lab","tob",229,6,1,4,18,1271.81
"30.5_p_48","30","5","para",38.59,151.94,NA,NA,2466.1,1,1,5,0,34,32,2,26,52,86,NA,214,NA,217,221,NA,NA,217,229,234,17,12,0.941176470588235,0.8125,0.395348837209302,0.372093023255814,0.302325581395349,3,7,NA,4,NA,15,NA,NA,"lab","tob",229,NA,1,NA,15,2466.1
"30.5_p_49","30","5","para",52.5,111.9,533.99,NA,2395.48,1,1,5,0,4,3,1,0,117,121,NA,214,NA,217,222,227,NA,217,232,NA,NA,15,0.75,0,0.0330578512396694,0.0247933884297521,0,3,8,13,5,NA,18,NA,NA,"lab","tob",232,5,1,5,18,2395.48
"30.5_p_50","30","5","para",57.58,386.98,1444.24,NA,3097.38,1,1,5,1,17,6,11,3,94,111,NA,214,NA,217,221,224,NA,217,229,233,16,12,0.352941176470588,0.5,0.153153153153153,0.0540540540540541,0.027027027027027,3,7,10,4,NA,15,NA,NA,"lab","tob",229,5,1,3,15,3097.38
"30.5_p_52","30","5","para",63.59,179.18,879.68,NA,1728.53,1,1,5,0,2,2,0,0,19,21,NA,214,NA,217,220,224,NA,217,229,NA,NA,12,1,0,0.0952380952380952,0.0952380952380952,0,3,6,10,3,NA,15,NA,NA,"lab","tob",229,5,1,4,15,1728.53
"30.5_p_53","30","5","para",43.24,161.81,1265.86,NA,4371.52,1,1,5,0,11,7,4,6,237,248,NA,214,NA,217,220,224,NA,217,229,234,17,12,0.636363636363636,0.857142857142857,0.0443548387096774,0.0282258064516129,0.0241935483870968,3,6,10,3,NA,15,NA,NA,"lab","tob",229,5,1,4,15,4371.52
"30.5_p_54","30","5","para",44.38,173.51,1508.46,NA,3686.73,1,1,5,0,37,30,7,26,125,162,NA,214,NA,217,220,224,NA,217,228,233,16,11,0.810810810810811,0.866666666666667,0.228395061728395,0.185185185185185,0.160493827160494,3,6,10,3,NA,14,NA,NA,"lab","tob",228,4,1,4,14,3686.73
"30.5_p_55","30","5","para",53.12,295.01,897.87,NA,3016.42,1,1,5,0,40,29,11,22,102,142,NA,214,NA,217,221,224,NA,217,228,233,16,11,0.725,0.758620689655172,0.28169014084507,0.204225352112676,0.154929577464789,3,7,10,4,NA,14,NA,NA,"lab","tob",228,4,1,3,14,3016.42
"30.5_p_56","30","5","para",59.55,157.11,877.77,NA,3760.09,3,1,5,0,54,45,9,25,178,232,NA,214,NA,217,220,224,NA,217,229,234,17,12,0.833333333333333,0.555555555555556,0.232758620689655,0.193965517241379,0.107758620689655,3,6,10,3,NA,15,NA,NA,"lab","tob",229,5,1,4,15,3760.09
"30.5_p_57","30","5","para",61.95,174.32,1025.97,NA,3331.13,1,1,5,1,14,8,6,7,143,157,NA,214,NA,217,220,224,NA,217,229,233,16,12,0.571428571428571,0.875,0.089171974522293,0.0509554140127389,0.0445859872611465,3,6,10,3,NA,15,NA,NA,"lab","tob",229,5,1,4,15,3331.13
"30.5_p_59","30","5","para",45.96,143.26,897.87,NA,1957.39,1,1,5,0,7,4,3,3,36,43,NA,215,NA,218,221,225,NA,218,230,235,17,12,0.571428571428571,0.75,0.162790697674419,0.0930232558139535,0.0697674418604651,3,6,10,3,NA,15,NA,NA,"lab","tob",230,5,1,4,15,1957.39
"30.5_p_60","30","5","para",26.17,167.87,1014.87,NA,2862.91,1,1,5,0,22,19,3,17,55,77,NA,215,NA,218,221,224,NA,218,229,234,16,11,0.863636363636364,0.894736842105263,0.285714285714286,0.246753246753247,0.220779220779221,3,6,9,3,NA,14,NA,NA,"lab","tob",229,5,1,3,14,2862.91
"30.5_p_65","30","5","para",48.04,148.16,185.06,NA,NA,1,1,5,1,1,0,1,0,0,1,NA,223,NA,227,230,234,NA,227,239,NA,NA,12,0,0,1,0,0,4,7,11,3,NA,16,222,"rm","field","tob",239,5,1,4,16,NA
"30.5_p_75","30","5","para",38.2,113.87,347.11,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,NA,228,231,236,246,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,12,3,22,NA,222,"rm","field","tob",246,10,1,5,22,NA
"30.10_p_2","30","10","para",40.87,316.12,795.76,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,204,229,207,211,214,NA,207,NA,NA,NA,NA,0,0,0,0,0,3,7,10,4,NA,NA,NA,NA,"lab","tob",229,15,1,3,25,NA
"30.10_p_3","30","10","para",35.01,122.36,308.05,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,204,253,207,212,221,NA,207,NA,NA,NA,NA,0,0,0,0,0,3,8,17,5,NA,NA,NA,NA,"lab","tob",253,32,1,9,49,NA
"30.10_p_4","30","10","para",39.52,121.74,432.73,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,204,244,207,212,217,NA,207,NA,NA,NA,NA,0,0,0,0,0,3,8,13,5,NA,NA,NA,NA,"lab","tob",244,27,1,5,40,NA
"30.10_p_7","30","10","para",37.39,135.66,581.17,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,204,248,207,211,216,NA,207,NA,NA,NA,NA,0,0,0,0,0,3,7,12,4,NA,NA,NA,NA,"lab","tob",248,32,1,5,44,NA
"30.10_p_8","30","10","para",38.54,194.49,1035.3,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,204,252,207,211,215,NA,207,NA,NA,NA,NA,0,0,0,0,0,3,7,11,4,NA,NA,NA,NA,"lab","tob",252,37,1,4,48,NA
"30.10_p_9","30","10","para",47.26,159.53,669.89,NA,NA,3,NA,NA,NA,0,0,0,0,0,0,NA,204,232,207,211,216,NA,207,NA,NA,NA,NA,0,0,0,0,0,3,7,12,4,NA,NA,NA,NA,"lab","tob",232,16,1,5,28,NA
"30.10_p_10","30","10","para",29.98,107.07,397.77,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,204,235,207,213,217,NA,207,NA,NA,NA,NA,0,0,0,0,0,3,9,13,6,NA,NA,NA,NA,"lab","tob",235,18,1,4,31,NA
"30.10_p_11","30","10","para",43.9,183.84,1055.28,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,204,246,207,211,217,NA,207,NA,NA,NA,NA,0,0,0,0,0,3,7,13,4,NA,NA,NA,NA,"lab","tob",246,29,1,6,42,NA
"30.10_p_12","30","10","para",30.42,80.08,578.34,NA,NA,2,NA,NA,NA,0,0,0,0,0,0,NA,204,247,207,211,216,NA,207,NA,NA,NA,NA,0,0,0,0,0,3,7,12,4,NA,NA,NA,NA,"lab","tob",247,31,1,5,43,NA
"30.10_p_14","30","10","para",70.05,264.57,998.01,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,204,237,208,212,216,NA,208,NA,NA,NA,NA,0,0,0,0,0,4,8,12,4,NA,NA,NA,NA,"lab","tob",237,21,1,4,33,NA
"30.10_p_15","30","10","para",44.79,399.04,1392.92,NA,NA,2,NA,NA,NA,0,0,0,0,0,0,NA,204,229,208,212,214,NA,208,NA,NA,NA,NA,0,0,0,0,0,4,8,10,4,NA,NA,NA,NA,"lab","tob",229,15,1,2,25,NA
"30.10_p_16","30","10","para",43.68,209.17,721.57,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,204,244,208,213,217,NA,208,NA,NA,NA,NA,0,0,0,0,0,4,9,13,5,NA,NA,NA,NA,"lab","tob",244,27,1,4,40,NA
"30.10_p_19","30","10","para",29.96,170.28,272.51,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,204,220,208,213,216,NA,208,NA,NA,NA,NA,0,0,0,0,0,4,9,12,5,NA,NA,NA,NA,"lab","tob",220,4,1,3,16,NA
"30.10_p_22","30","10","para",72.49,291.74,984.73,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,204,247,208,213,217,NA,208,NA,NA,NA,NA,0,0,0,0,0,4,9,13,5,NA,NA,NA,NA,"lab","tob",247,30,1,4,43,NA
"30.10_p_25","30","10","para",72.63,177.08,616.23,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,204,252,208,212,216,NA,208,NA,NA,NA,NA,0,0,0,0,0,4,8,12,4,NA,NA,NA,NA,"lab","tob",252,36,1,4,48,NA
"30.10_p_26","30","10","para",70.67,127.24,281.96,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,204,222,208,211,217,NA,208,NA,NA,NA,NA,0,0,0,0,0,4,7,13,3,NA,NA,NA,NA,"lab","tob",222,5,1,6,18,NA
"30.10_p_27","30","10","para",69.57,136.98,322.58,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,204,247,208,212,218,NA,208,NA,NA,NA,NA,0,0,0,0,0,4,8,14,4,NA,NA,NA,NA,"lab","tob",247,29,1,6,43,NA
"30.10_p_28","30","10","para",31.51,159.84,1103.03,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,205,251,208,211,215,NA,208,NA,NA,NA,NA,0,0,0,0,0,3,6,10,3,NA,NA,NA,NA,"lab","tob",251,36,1,4,46,NA
"30.10_p_29","30","10","para",51.62,236.42,745.88,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,205,241,208,211,215,NA,208,NA,NA,NA,NA,0,0,0,0,0,3,6,10,3,NA,NA,NA,NA,"lab","tob",241,26,1,4,36,NA
"30.10_p_30","30","10","para",35.34,275.21,593.91,NA,NA,2,NA,NA,NA,0,0,0,0,0,0,NA,205,239,209,213,216,NA,209,NA,NA,NA,NA,0,0,0,0,0,4,8,11,4,NA,NA,NA,NA,"lab","tob",239,23,1,3,34,NA
"30.10_p_33","30","10","para",40.61,99.74,335.66,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,211,234,214,222,227,NA,214,NA,NA,NA,NA,0,0,0,0,0,3,11,16,8,NA,NA,NA,NA,"lab","tob",234,7,1,5,23,NA
"30.10_p_35","30","10","para",42.15,352.3,782.19,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,211,247,214,219,222,NA,214,NA,NA,NA,NA,0,0,0,0,0,3,8,11,5,NA,NA,NA,NA,"lab","tob",247,25,1,3,36,NA
"30.10_p_36","30","10","para",48.31,182.87,865.49,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,211,244,214,218,223,NA,214,NA,NA,NA,NA,0,0,0,0,0,3,7,12,4,NA,NA,NA,NA,"lab","tob",244,21,1,5,33,NA
"30.10_p_39","30","10","para",90.73,319.99,1186.97,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,211,239,215,219,223,NA,215,NA,NA,NA,NA,0,0,0,0,0,4,8,12,4,NA,NA,NA,NA,"lab","tob",239,16,1,4,28,NA
"30.10_p_40","30","10","para",73.09,93.93,710.68,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,211,259,215,220,225,NA,215,NA,NA,NA,NA,0,0,0,0,0,4,9,14,5,NA,NA,NA,NA,"lab","tob",259,34,1,5,48,NA
"30.10_p_41","30","10","para",69.45,258.33,710.77,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,211,251,215,218,221,NA,215,NA,NA,NA,NA,0,0,0,0,0,4,7,10,3,NA,NA,NA,NA,"lab","tob",251,30,1,3,40,NA
"30.10_p_43","30","10","para",78.95,368.18,806.8,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,211,246,215,218,221,NA,215,NA,NA,NA,NA,0,0,0,0,0,4,7,10,3,NA,NA,NA,NA,"lab","tob",246,25,1,3,35,NA
"30.10_p_46","30","10","para",55.77,188.08,846.16,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,211,245,215,220,224,NA,215,NA,NA,NA,NA,0,0,0,0,0,4,9,13,5,NA,NA,NA,NA,"lab","tob",245,21,1,4,34,NA
"30.10_p_47","30","10","para",42.98,345.98,810.47,NA,3678.12,2,1,5,0,18,8,10,0,109,127,NA,214,NA,217,221,224,NA,217,234,NA,NA,17,0.444444444444444,0,0.141732283464567,0.062992125984252,0,3,7,10,4,NA,20,NA,NA,"lab","tob",234,10,1,3,20,3678.12
"30.10_p_48","30","10","para",51.46,305.67,712.93,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,214,267,217,221,224,NA,217,NA,NA,NA,NA,0,0,0,0,0,3,7,10,4,NA,NA,NA,NA,"lab","tob",267,43,1,3,53,NA
"30.10_p_49","30","10","para",43.84,257.68,564.09,NA,2318.26,1,1,5,0,1,0,1,0,67,68,NA,214,NA,217,222,225,NA,217,239,NA,NA,22,0,0,0.0147058823529412,0,0,3,8,11,5,NA,25,NA,NA,"lab","tob",239,14,1,3,25,2318.26
"30.10_p_50","30","10","para",40.18,298.99,785.02,NA,2627.17,1,1,5,0,12,0,12,0,60,72,NA,214,NA,217,222,225,NA,217,235,NA,NA,18,0,0,0.166666666666667,0,0,3,8,11,5,NA,21,NA,NA,"lab","tob",235,10,1,3,21,2627.17
"30.10_p_52","30","10","para",50.02,261.97,780.77,NA,2292.17,1,1,5,0,11,3,8,0,52,63,NA,214,NA,217,222,225,NA,217,235,NA,NA,18,0.272727272727273,0,0.174603174603175,0.0476190476190476,0,3,8,11,5,NA,21,NA,NA,"lab","tob",235,10,1,3,21,2292.17
"30.10_p_54","30","10","para",37.55,241.47,832.62,NA,2973.8,1,1,5,0,6,0,6,0,70,76,NA,214,NA,217,222,226,NA,217,236,NA,NA,19,0,0,0.0789473684210526,0,0,3,8,12,5,NA,22,NA,NA,"lab","tob",236,10,1,4,22,2973.8
"30.10_p_55","30","10","para",44.05,385.27,939.75,NA,2212.2,1,1,5,0,0,0,0,0,43,43,NA,214,NA,217,222,226,NA,217,234,NA,NA,17,0,0,0,0,0,3,8,12,5,NA,20,NA,NA,"lab","tob",234,8,1,4,20,2212.2
"30.10_p_56","30","10","para",45.15,375.09,1068.05,NA,2431.59,1,1,5,0,2,0,2,0,32,34,NA,214,NA,217,221,224,NA,217,236,NA,NA,19,0,0,0.0588235294117647,0,0,3,7,10,4,NA,22,NA,NA,"lab","tob",236,12,1,3,22,2431.59
"30.10_p_57","30","10","para",79.39,308.62,1067.69,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,216,241,220,224,231,NA,220,NA,NA,NA,NA,0,0,0,0,0,4,8,15,4,NA,NA,NA,NA,"lab","tob",241,10,1,7,25,NA
"30.10_p_58","30","10","para",32.21,305.45,813.89,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,223,257,226,231,234,NA,226,NA,NA,NA,NA,0,0,0,0,0,3,8,11,5,NA,NA,222,"rm","field","tob",257,23,1,3,34,NA
"30.10_p_59","30","10","para",31.51,207.7,791.09,NA,NA,2,NA,NA,NA,0,0,0,0,0,0,NA,224,259,227,231,234,NA,227,NA,NA,NA,NA,0,0,0,0,0,3,7,10,4,NA,NA,222,"rm","field","tob",259,25,1,3,35,NA
"30.10_p_60","30","10","para",48.45,410.59,687.89,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,223,258,227,231,234,NA,227,NA,NA,NA,NA,0,0,0,0,0,4,8,11,4,NA,NA,222,"rm","field","tob",258,24,1,3,35,NA
"30.10_p_62","30","10","para",57.88,370.57,894.77,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,223,252,227,231,234,NA,227,NA,NA,NA,NA,0,0,0,0,0,4,8,11,4,NA,NA,222,"rm","field","tob",252,18,1,3,29,NA
"30.10_p_64","30","10","para",39.16,300.83,500.64,NA,NA,2,NA,NA,NA,0,0,0,0,0,0,NA,223,260,227,231,234,NA,227,NA,NA,NA,NA,0,0,0,0,0,4,8,11,4,NA,NA,222,"rm","field","tob",260,26,1,3,37,NA
"30.10_p_67","30","10","para",34.06,116.01,329.43,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,224,244,228,231,235,NA,228,NA,NA,NA,NA,0,0,0,0,0,4,7,11,3,NA,NA,222,"rm","field","tob",244,9,1,4,20,NA
"30.10_p_68","30","10","para",37.81,102.71,377.11,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,224,266,228,232,237,NA,228,NA,NA,NA,NA,0,0,0,0,0,4,8,13,4,NA,NA,222,"rm","field","tob",266,29,1,5,42,NA
"30.10_p_72","30","10","para",69.02,195.65,622.34,NA,NA,3,NA,NA,NA,0,0,0,0,0,0,NA,224,255,228,231,236,NA,228,NA,NA,NA,NA,0,0,0,0,0,4,7,12,3,NA,NA,222,"rm","field","tob",255,19,1,5,31,NA
"30.10_p_73","30","10","para",49.87,113.88,185.75,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,224,244,228,231,239,NA,228,NA,NA,NA,NA,0,0,0,0,0,4,7,15,3,NA,NA,222,"rm","field","tob",244,5,1,8,20,NA
"30.10_p_75","30","10","para",31.4,96.86,299.1,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,226,252,229,232,239,NA,229,NA,NA,NA,NA,0,0,0,0,0,3,6,13,3,NA,NA,222,"rm","field","tob",252,13,1,7,26,NA
"30.10_p_80","30","10","para",38.25,154.81,198.53,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,225,241,229,233,239,NA,229,NA,NA,NA,NA,0,0,0,0,0,4,8,14,4,NA,NA,222,"rm","field","tob",241,2,1,6,16,NA
"30.10_p_82","30","10","para",29.9,107.84,254.88,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,225,247,229,232,237,NA,229,NA,NA,NA,NA,0,0,0,0,0,4,7,12,3,NA,NA,222,"rm","field","tob",247,10,1,5,22,NA
"30.10_p_83","30","10","para",23.73,54.08,97.5,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,225,249,229,234,239,NA,229,NA,NA,NA,NA,0,0,0,0,0,4,9,14,5,NA,NA,222,"rm","field","tob",249,10,1,5,24,NA
"30.10_p_84","30","10","para",60.19,146.91,1156.65,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,225,261,229,231,235,NA,229,NA,NA,NA,NA,0,0,0,0,0,4,6,10,2,NA,NA,222,"rm","field","tob",261,26,1,4,36,NA
